0.19324,0.21561,0.24669,0.28661,0.33283,0.37926,0.41662,0.43378,0.42368,0.39559
0.30878,0.32019,0.33659,0.35829,0.38412,0.41065,0.43135,0.43684,0.42095,0.39165
0.39037,0.39548,0.40294,0.41294,0.42468,0.43567,0.44162,0.43585,0.41483,0.38493
0.43636,0.43785,0.43997,0.44262,0.44506,0.44542,0.44045,0.42656,0.40318,0.37388
0.44056,0.44058,0.44047,0.43978,0.43761,0.43258,0.4227,0.40665,0.38479,0.35642
0.41467,0.41414,0.41315,0.4114,0.40812,0.40198,0.39187,0.37758,0.35801,0.32946
0.37348,0.37282,0.3716,0.36934,0.36555,0.35956,0.35013,0.33627,0.3153,0.2842
0.31362,0.31249,0.31061,0.30766,0.30308,0.29596,0.28466,0.26708,0.24189,0.20521
0.21289,0.21161,0.20958,0.20621,0.20095,0.19205,0.1778,0.15611,0.12652,0.088474
0.078673,0.076489,0.072817,0.066842,0.057534,0.042947,0.020798,-0.0011814,-0.001195,-0.001195
