0.19419,0.21609,0.24715,0.28641,0.3327,0.37911,0.41666,0.43378,0.42368,0.3956
0.3088,0.32026,0.33662,0.35829,0.38408,0.41058,0.43137,0.43684,0.42096,0.39165
0.39026,0.39538,0.40282,0.41281,0.4246,0.43565,0.44161,0.43586,0.41483,0.38494
0.43632,0.43783,0.43994,0.4426,0.44504,0.44541,0.44045,0.42656,0.40319,0.37389
0.44056,0.44058,0.44046,0.43977,0.43761,0.43257,0.4227,0.40666,0.3848,0.35642
0.41467,0.41412,0.41314,0.41139,0.40811,0.40198,0.39186,0.37759,0.35801,0.32946
0.37347,0.37282,0.37159,0.36932,0.36555,0.35955,0.35014,0.33627,0.3153,0.2842
0.31363,0.3125,0.31062,0.30766,0.30308,0.29597,0.28466,0.26709,0.2419,0.2052
0.21291,0.21162,0.20955,0.2062,0.20096,0.19206,0.17782,0.15612,0.12652,0.08847
0.078727,0.076507,0.072854,0.066867,0.057577,0.04298,0.020839,-0.0011947,-0.0011949,-0.001195
