0.19244,0.21469,0.24606,0.28622,0.33255,0.37911,0.41654,0.43376,0.42368,0.3956
0.30847,0.31989,0.3363,0.3581,0.384,0.41057,0.43131,0.43683,0.42096,0.39166
0.39032,0.39543,0.40286,0.41287,0.42463,0.43565,0.4416,0.43585,0.41483,0.38494
0.4364,0.43788,0.44,0.44264,0.44507,0.44542,0.44045,0.42656,0.40318,0.37389
0.44057,0.44059,0.44048,0.43979,0.43762,0.43258,0.4227,0.40666,0.38479,0.35642
0.41468,0.41414,0.41315,0.4114,0.40812,0.40198,0.39187,0.37758,0.35801,0.32946
0.37349,0.37284,0.37161,0.36934,0.36555,0.35956,0.35014,0.33627,0.3153,0.2842
0.31363,0.3125,0.31063,0.30767,0.30308,0.29596,0.28467,0.26709,0.2419,0.2052
0.21288,0.2116,0.20958,0.20621,0.20096,0.19207,0.17782,0.15613,0.12653,0.088471
0.078702,0.076519,0.072855,0.06688,0.057582,0.042998,0.020844,-0.0011943,-0.001195,-0.001195
