"x"
3
3
2
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
3
3
3
2
3
3
3
3
3
3
3
3
3
3
3
2
3
3
3
3
3
4
2
12
3
3
3
3
5
3
3
3
3
3
2
3
12
3
3
3
2
2
3
3
3
3
3
3
5
3
3
3
3
20
3
12
3
2
3
2
3
3
2
3
3
2
3
3
3
3
3
3
2
2
3
3
3
3
3
3
2
3
3
3
3
2
3
2
3
3
2
3
2
3
3
2
3
3
2
3
10
3
3
3
3
10
3
3
3
3
3
3
3
10
4
10
10
3
3
10
3
3
3
10
3
3
3
3
3
33
3
20
10
2
2
2
2
2
4
2
3
4
3
20
2
3
2
5
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
5
3
3
3
3
3
3
10
2
3
19
3
3
4
3
10
2
23
10
3
3
3
3
2
3
3
3
10
3
2
3
3
3
5
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
3
2
3
3
3
3
3
3
2
3
3
3
14
3
11
3
3
4
2
3
3
2
2
3
3
3
3
3
3
3
3
2
3
2
20
20
20
3
3
19
10
3
2
10
3
3
3
3
2
3
3
20
4
10
2
3
3
2
3
3
5
2
2
3
3
3
10
3
3
20
3
10
3
3
2
3
3
3
3
41
3
3
10
2
3
10
3
48
3
4
3
3
3
3
3
3
33
3
2
3
3
3
3
3
3
2
3
10
2
2
3
3
3
3
3
3
3
10
3
2
2
3
3
3
3
3
2
3
3
10
3
2
3
3
3
5
3
3
3
3
3
3
3
2
3
3
2
3
2
3
3
2
3
3
10
28
3
3
3
3
3
3
3
3
3
10
3
3
2
3
10
3
3
20
3
4
3
10
3
19
3
3
3
3
3
2
33
56
3
10
3
3
5
3
10
4
19
2
3
3
3
3
14
10
2
3
3
10
3
5
3
3
31
2
3
3
3
3
2
3
3
3
2
2
3
3
5
10
3
3
13
3
3
2
3
2
3
2
20
3
3
3
2
3
3
33
12
2
3
4
2
10
3
3
3
2
2
3
33
20
2
2
2
2
20
3
3
16
2
4
2
3
2
3
3
3
3
12
3
2
10
3
3
3
3
3
10
8
10
3
3
3
13
3
2
3
3
19
2
3
3
2
4
3
3
3
2
3
4
3
2
3
3
3
3
3
3
3
3
7
3
2
20
4
3
3
3
10
3
3
2
57
3
2
3
20
3
10
2
3
3
3
2
3
3
3
2
3
3
43
3
3
20
2
2
2
3
3
3
3
3
10
3
2
3
8
64
2
3
3
3
3
3
3
3
3
3
3
3
2
8
3
2
15
4
3
3
3
61
8
2
4
2
3
3
3
3
3
2
3
3
3
10
5
3
2
3
3
2
3
3
19
2
2
3
59
2
2
3
10
20
3
3
2
12
3
3
2
2
3
8
3
2
2
10
3
20
3
2
2
17
3
3
3
3
10
3
3
3
3
3
2
2
3
2
3
8
3
10
33
2
3
2
3
19
3
3
13
5
2
3
3
3
2
3
3
3
2
3
10
2
3
4
2
3
16
2
3
51
3
10
3
3
2
3
3
2
16
13
2
2
3
3
16
20
3
2
3
10
2
2
10
2
57
10
2
3
2
10
10
3
20
20
3
3
3
5
3
3
2
10
3
3
3
3
20
3
3
10
20
33
2
10
17
3
20
3
3
2
2
3
2
2
2
8
3
2
10
39
3
3
21
13
10
3
2
4
2
3
18
10
3
2
3
3
2
20
3
3
13
3
3
3
3
3
2
2
2
3
10
3
3
3
3
3
2
3
3
3
2
3
3
3
3
2
41
12
2
10
2
3
2
3
20
2
7
2
2
20
2
6
33
21
3
3
5
2
3
3
2
19
3
3
3
3
3
20
2
14
2
3
3
3
3
3
19
3
10
2
3
3
8
3
2
2
3
3
8
2
29
8
10
10
3
3
3
2
10
2
12
3
3
3
10
3
20
4
3
10
3
3
10
3
19
3
3
2
3
3
12
2
3
4
2
3
3
3
3
2
3
3
3
3
2
3
3
13
4
3
2
3
3
3
20
2
2
10
3
3
3
8
10
3
3
8
3
5
43
3
3
2
3
2
9
3
6
3
2
2
3
2
2
3
3
3
20
20
10
3
3
3
3
36
3
3
8
20
4
3
3
2
12
10
3
2
3
3
3
20
4
3
2
20
2
3
2
3
3
3
2
10
20
20
3
3
3
3
10
39
3
2
3
2
3
3
3
20
8
2
2
3
3
3
25
8
3
10
10
2
2
3
3
10
2
3
10
2
2
2
10
3
3
3
3
3
2
3
3
2
2
3
3
2
3
3
12
2
3
2
8
10
3
3
2
3
2
3
3
2
3
2
3
3
3
3
18
3
12
3
3
2
2
2
2
2
3
3
2
3
20
2
3
2
20
2
3
2
3
2
3
2
2
3
2
3
3
2
3
3
3
3
10
3
10
3
3
3
3
10
20
3
13
3
2
3
3
21
5
2
10
5
3
43
20
8
3
8
3
3
20
2
20
3
3
7
2
2
2
3
3
2
3
3
2
5
8
2
8
3
8
2
3
10
5
33
4
16
10
3
3
2
3
2
3
3
10
19
2
3
5
2
3
16
3
3
18
2
3
3
8
60
3
3
3
3
10
3
3
3
3
2
3
13
3
8
3
10
2
3
3
3
20
10
10
10
2
3
3
3
3
33
31
3
20
2
28
20
4
2
3
2
3
3
2
41
5
3
3
2
3
3
5
3
