"x"
3
3
3
2
3
3
2
3
13
20
2
2
3
8
3
3
2
3
3
3
2
24
3
5
10
20
33
5
10
3
2
5
2
3
2
3
19
3
2
3
20
3
3
3
2
2
3
33
4
3
3
2
2
3
2
3
3
15
3
5
2
19
2
3
3
4
3
3
17
3
20
4
3
3
2
3
3
3
3
3
3
20
4
2
3
10
3
2
3
3
3
3
33
3
3
2
10
3
3
49
10
3
61
3
2
3
3
2
3
3
10
2
2
3
10
2
3
3
33
3
12
3
3
3
8
2
2
3
3
3
3
12
3
10
2
2
39
2
3
3
4
2
3
12
10
12
2
2
3
2
3
3
20
3
3
3
2
3
51
2
61
57
2
7
10
2
2
3
2
3
52
2
3
3
2
20
3
39
2
2
45
37
3
3
2
2
2
3
3
10
20
2
3
3
10
20
26
2
2
2
3
3
10
39
3
3
3
3
3
12
3
3
3
3
3
3
14
16
10
2
66
3
10
2
3
2
13
3
3
2
2
33
8
20
2
2
3
3
3
2
3
2
3
10
3
3
33
3
5
10
5
3
2
2
3
3
3
9
2
3
3
8
3
12
3
3
3
2
3
3
2
10
3
3
10
10
3
2
3
19
2
13
3
37
3
2
3
2
10
52
3
2
10
2
10
3
3
65
3
3
3
3
2
2
3
33
43
8
3
3
20
10
3
3
3
2
2
12
3
10
23
3
3
2
3
3
3
3
16
2
2
3
2
2
3
2
25
3
3
3
2
19
3
20
2
2
3
33
3
21
3
3
3
2
19
2
3
14
3
2
14
3
2
33
3
3
3
3
3
2
3
3
5
32
3
20
12
5
2
3
2
3
2
12
3
17
3
3
3
2
3
3
3
2
3
3
3
3
2
8
2
3
2
12
2
2
3
3
3
2
3
2
28
2
21
12
2
2
3
33
3
19
9
3
3
2
3
2
3
20
3
3
2
2
10
67
3
50
3
2
2
3
3
8
2
3
2
2
3
13
3
12
4
20
3
8
3
2
28
37
3
20
7
3
3
2
3
13
2
3
3
3
3
8
2
2
2
2
3
2
3
3
3
3
2
16
3
3
2
10
3
2
44
16
3
33
3
2
3
3
20
2
2
2
3
10
2
3
8
3
2
3
19
3
2
20
2
3
3
2
20
8
3
2
4
12
3
2
3
2
2
8
2
3
3
2
3
3
3
14
3
2
2
3
2
10
3
11
5
13
2
2
3
3
2
3
3
2
32
3
3
50
3
3
50
3
3
10
4
2
3
13
2
2
3
3
8
2
2
23
3
2
3
2
2
10
35
2
2
13
3
2
10
22
2
2
36
3
3
2
3
10
19
13
2
2
12
3
20
5
14
3
3
3
2
2
2
2
2
3
3
3
2
3
3
2
12
3
20
2
3
3
3
2
3
2
2
2
2
2
2
10
2
3
4
3
12
22
18
3
3
53
2
2
3
3
2
2
3
33
57
3
3
2
12
21
2
3
2
31
2
2
4
50
3
2
8
3
3
10
31
3
3
5
10
2
2
2
21
3
2
2
3
2
3
2
2
31
3
3
3
3
3
10
3
3
3
2
3
2
20
2
3
3
12
3
3
3
3
2
5
3
48
3
12
2
3
10
20
3
3
3
12
3
3
3
10
3
3
10
2
10
3
13
3
3
20
8
2
57
3
10
2
2
21
3
5
8
57
3
3
3
3
3
2
9
3
24
4
9
2
2
16
20
3
3
26
3
41
3
3
2
3
29
7
4
43
51
10
33
5
3
4
2
3
13
3
2
20
2
61
3
3
20
3
10
4
2
3
2
3
2
2
2
12
10
10
3
20
11
50
3
4
2
15
2
9
2
10
8
2
3
3
5
3
4
2
3
2
3
3
10
3
3
3
2
10
3
2
12
3
3
2
3
2
3
2
2
3
3
2
19
2
2
2
12
3
12
4
41
2
2
2
2
12
4
10
20
2
2
2
3
19
43
12
2
3
3
8
43
2
3
10
2
3
56
20
12
42
3
50
14
4
8
2
2
10
3
3
3
2
2
3
4
3
10
3
3
20
3
12
2
2
3
3
3
2
3
10
3
59
10
3
13
3
3
3
3
20
20
3
3
21
33
2
2
52
3
3
3
32
2
3
20
3
20
5
3
10
2
3
10
2
3
2
12
3
3
33
3
2
3
17
33
8
3
3
5
3
10
2
3
20
20
3
3
3
3
3
3
2
3
20
2
4
2
4
2
3
2
4
18
12
33
3
2
17
12
21
3
3
3
3
3
3
53
3
20
3
3
22
2
3
18
3
8
12
3
3
2
2
10
20
10
3
20
3
16
3
3
64
3
2
3
7
3
20
3
2
3
3
2
2
3
3
50
20
2
3
20
2
3
10
3
31
3
3
2
3
2
2
2
2
3
3
47
3
8
2
2
57
2
2
3
3
3
3
33
66
8
37
10
3
2
20
2
43
3
6
3
2
3
2
22
3
10
19
20
3
3
3
2
3
2
2
20
3
4
2
3
10
2
2
10
2
2
70
3
16
37
3
3
37
20
10
3
3
2
2
3
33
31
2
10
2
3
2
20
2
3
2
3
20
3
2
2
2
2
22
2
10
3
28
3
2
8
2
3
19
3
3
2
3
3
26
3
60
10
2
2
20
2
3
31
3
8
3
2
20
3
3
2
3
3
2
23
2
2
10
2
3
4
3
2
8
3
2
52
2
9
2
3
20
9
2
3
3
2
12
3
8
2
3
3
4
2
12
2
2
18
4
2
13
3
2
50
3
3
3
14
3
12
2
3
3
28
3
2
3
46
2
50
37
2
3
2
2
10
63
2
57
3
2
2
2
3
2
28
26
2
48
2
2
10
3
10
3
2
3
3
20
11
2
12
3
2
2
9
2
3
3
3
3
3
9
13
3
2
3
2
3
19
2
3
4
12
42
2
22
20
2
2
3
8
3
3
37
4
4
2
3
2
21
10
10
33
2
3
57
2
3
3
3
13
20
13
2
3
2
3
3
10
3
2
3
3
10
3
8
37
4
3
4
3
2
2
3
3
2
3
2
12
2
3
3
3
2
19
8
57
10
2
3
2
2
3
3
16
3
2
3
2
3
3
2
20
2
3
2
2
2
2
2
2
21
3
3
23
2
3
2
17
2
3
3
2
22
3
65
12
3
33
4
3
2
2
12
13
3
2
2
31
8
3
2
8
61
3
3
3
3
3
43
3
3
3
2
3
3
2
3
2
21
4
3
3
20
39
2
2
3
3
20
10
3
3
3
2
20
2
3
3
3
3
3
57
3
10
3
3
8
3
3
2
3
3
2
43
3
2
2
2
60
5
14
3
2
2
10
2
2
16
10
2
19
3
33
3
20
3
2
64
3
64
2
5
3
3
3
2
13
2
2
13
2
3
2
2
3
12
2
2
2
3
3
2
3
18
3
3
3
50
2
10
3
2
3
5
2
20
3
3
3
3
8
2
3
2
2
19
34
2
3
2
2
3
3
3
3
5
2
2
2
2
2
27
3
20
33
2
3
11
3
2
3
2
2
28
3
3
3
3
3
2
3
3
2
7
21
2
2
3
20
13
10
37
3
2
2
2
2
2
3
55
3
2
3
20
20
10
2
3
3
3
2
2
3
2
32
2
2
60
2
2
2
3
20
2
2
3
3
3
21
2
9
3
31
2
12
2
11
18
8
2
2
2
2
3
4
3
2
4
3
3
3
3
10
20
2
2
8
2
13
3
2
33
18
2
25
2
20
20
2
3
29
3
20
3
2
3
2
2
2
2
5
10
19
2
5
8
37
2
10
10
3
3
3
3
3
9
29
3
3
20
8
8
3
2
3
2
13
2
2
23
3
2
2
3
2
36
3
3
5
8
