MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022b Update 1 (9.13.0.2080170) 64-bit (glnxa64)
                             September 28, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
res_norm = 0.000337 after 1400 iterations
res_norm = 0.000295 after 1500 iterations
res_norm = 0.000260 after 1600 iterations
res_norm = 0.000230 after 1700 iterations
res_norm = 0.000205 after 1800 iterations
res_norm = 0.000183 after 1900 iterations
res_norm = 0.000163 after 2000 iterations
res_norm = 0.000147 after 2100 iterations
res_norm = 0.000132 after 2200 iterations
res_norm = 0.000118 after 2300 iterations
res_norm = 0.000107 after 2400 iterations
res_norm = 0.000097 after 2500 iterations
res_norm = 0.000088 after 2600 iterations
res_norm = 0.000080 after 2700 iterations
res_norm = 0.000072 after 2800 iterations
res_norm = 0.000066 after 2900 iterations
res_norm = 0.000060 after 3000 iterations
res_norm = 0.000055 after 3100 iterations
res_norm = 0.000050 after 3200 iterations
Problem solved in 3230 iterations
res_norm = 0.010315 after 100 iterations
res_norm = 0.005431 after 200 iterations
res_norm = 0.003458 after 300 iterations
res_norm = 0.002417 after 400 iterations
res_norm = 0.001789 after 500 iterations
res_norm = 0.001378 after 600 iterations
res_norm = 0.001093 after 700 iterations
res_norm = 0.000888 after 800 iterations
res_norm = 0.000735 after 900 iterations
res_norm = 0.000616 after 1000 iterations
res_norm = 0.000521 after 1100 iterations
res_norm = 0.000447 after 1200 iterations
res_norm = 0.000385 after 1300 iterations
res_norm = 0.000334 after 1400 iterations
res_norm = 0.000292 after 1500 iterations
res_norm = 0.000257 after 1600 iterations
res_norm = 0.000227 after 1700 iterations
res_norm = 0.000202 after 1800 iterations
res_norm = 0.000180 after 1900 iterations
res_norm = 0.000160 after 2000 iterations
res_norm = 0.000142 after 2100 iterations
res_norm = 0.000127 after 2200 iterations
res_norm = 0.000112 after 2300 iterations
res_norm = 0.000099 after 2400 iterations
res_norm = 0.000088 after 2500 iterations
res_norm = 0.000080 after 2600 iterations
res_norm = 0.000072 after 2700 iterations
res_norm = 0.000065 after 2800 iterations
res_norm = 0.000059 after 2900 iterations
res_norm = 0.000054 after 3000 iterations
Problem solved in 3084 iterations
res_norm = 0.010267 after 100 iterations
res_norm = 0.005392 after 200 iterations
res_norm = 0.003431 after 300 iterations
res_norm = 0.002395 after 400 iterations
res_norm = 0.001772 after 500 iterations
res_norm = 0.001366 after 600 iterations
res_norm = 0.001083 after 700 iterations
res_norm = 0.000880 after 800 iterations
res_norm = 0.000724 after 900 iterations
res_norm = 0.000608 after 1000 iterations
res_norm = 0.000517 after 1100 iterations
res_norm = 0.000444 after 1200 iterations
res_norm = 0.000385 after 1300 iterations
res_norm = 0.000336 after 1400 iterations
res_norm = 0.000294 after 1500 iterations
res_norm = 0.000259 after 1600 iterations
res_norm = 0.000229 after 1700 iterations
res_norm = 0.000203 after 1800 iterations
res_norm = 0.000181 after 1900 iterations
res_norm = 0.000162 after 2000 iterations
res_norm = 0.000145 after 2100 iterations
res_norm = 0.000131 after 2200 iterations
res_norm = 0.000118 after 2300 iterations
res_norm = 0.000107 after 2400 iterations
res_norm = 0.000096 after 2500 iterations
res_norm = 0.000087 after 2600 iterations
res_norm = 0.000079 after 2700 iterations
res_norm = 0.000071 after 2800 iterations
res_norm = 0.000064 after 2900 iterations
res_norm = 0.000059 after 3000 iterations
res_norm = 0.000052 after 3100 iterations
Problem solved in 3151 iterations
res_norm = 0.010189 after 100 iterations
res_norm = 0.005327 after 200 iterations
res_norm = 0.003371 after 300 iterations
res_norm = 0.002341 after 400 iterations
res_norm = 0.001721 after 500 iterations
res_norm = 0.001318 after 600 iterations
res_norm = 0.001039 after 700 iterations
res_norm = 0.000838 after 800 iterations
res_norm = 0.000692 after 900 iterations
res_norm = 0.000579 after 1000 iterations
res_norm = 0.000492 after 1100 iterations
res_norm = 0.000422 after 1200 iterations
res_norm = 0.000366 after 1300 iterations
res_norm = 0.000318 after 1400 iterations
res_norm = 0.000277 after 1500 iterations
res_norm = 0.000244 after 1600 iterations
res_norm = 0.000214 after 1700 iterations
res_norm = 0.000190 after 1800 iterations
res_norm = 0.000170 after 1900 iterations
res_norm = 0.000152 after 2000 iterations
res_norm = 0.000137 after 2100 iterations
res_norm = 0.000124 after 2200 iterations
res_norm = 0.000112 after 2300 iterations
res_norm = 0.000102 after 2400 iterations
res_norm = 0.000093 after 2500 iterations
res_norm = 0.000085 after 2600 iterations
res_norm = 0.000078 after 2700 iterations
res_norm = 0.000071 after 2800 iterations
res_norm = 0.000066 after 2900 iterations
res_norm = 0.000061 after 3000 iterations
res_norm = 0.000056 after 3100 iterations
res_norm = 0.000052 after 3200 iterations
Problem solved in 3285 iterations
res_norm = 0.010232 after 100 iterations
res_norm = 0.005395 after 200 iterations
res_norm = 0.003430 after 300 iterations
res_norm = 0.002392 after 400 iterations
res_norm = 0.001766 after 500 iterations
res_norm = 0.001354 after 600 iterations
res_norm = 0.001069 after 700 iterations
res_norm = 0.000867 after 800 iterations
res_norm = 0.000716 after 900 iterations
res_norm = 0.000599 after 1000 iterations
res_norm = 0.000509 after 1100 iterations
res_norm = 0.000436 after 1200 iterations
res_norm = 0.000378 after 1300 iterations
res_norm = 0.000330 after 1400 iterations
res_norm = 0.000290 after 1500 iterations
res_norm = 0.000255 after 1600 iterations
res_norm = 0.000226 after 1700 iterations
res_norm = 0.000201 after 1800 iterations
res_norm = 0.000180 after 1900 iterations
res_norm = 0.000161 after 2000 iterations
res_norm = 0.000145 after 2100 iterations
res_norm = 0.000130 after 2200 iterations
res_norm = 0.000117 after 2300 iterations
res_norm = 0.000106 after 2400 iterations
res_norm = 0.000096 after 2500 iterations
res_norm = 0.000087 after 2600 iterations
res_norm = 0.000079 after 2700 iterations
res_norm = 0.000072 after 2800 iterations
res_norm = 0.000066 after 2900 iterations
res_norm = 0.000060 after 3000 iterations
res_norm = 0.000055 after 3100 iterations
res_norm = 0.000051 after 3200 iterations
Problem solved in 3233 iterations
res_norm = 0.010022 after 100 iterations
res_norm = 0.005276 after 200 iterations
res_norm = 0.003363 after 300 iterations
res_norm = 0.002350 after 400 iterations
res_norm = 0.001739 after 500 iterations
res_norm = 0.001340 after 600 iterations
res_norm = 0.001063 after 700 iterations
res_norm = 0.000861 after 800 iterations
res_norm = 0.000710 after 900 iterations
res_norm = 0.000595 after 1000 iterations
res_norm = 0.000506 after 1100 iterations
res_norm = 0.000435 after 1200 iterations
res_norm = 0.000378 after 1300 iterations
res_norm = 0.000330 after 1400 iterations
res_norm = 0.000290 after 1500 iterations
res_norm = 0.000256 after 1600 iterations
res_norm = 0.000227 after 1700 iterations
res_norm = 0.000203 after 1800 iterations
res_norm = 0.000181 after 1900 iterations
res_norm = 0.000163 after 2000 iterations
res_norm = 0.000147 after 2100 iterations
res_norm = 0.000133 after 2200 iterations
res_norm = 0.000120 after 2300 iterations
res_norm = 0.000109 after 2400 iterations
res_norm = 0.000099 after 2500 iterations
res_norm = 0.000089 after 2600 iterations
res_norm = 0.000081 after 2700 iterations
res_norm = 0.000074 after 2800 iterations
res_norm = 0.000068 after 2900 iterations
res_norm = 0.000062 after 3000 iterations
res_norm = 0.000057 after 3100 iterations
res_norm = 0.000052 after 3200 iterations
Problem solved in 3291 iterations
res_norm = 0.010201 after 100 iterations
res_norm = 0.005330 after 200 iterations
res_norm = 0.003373 after 300 iterations
res_norm = 0.002342 after 400 iterations
res_norm = 0.001724 after 500 iterations
res_norm = 0.001319 after 600 iterations
res_norm = 0.001038 after 700 iterations
res_norm = 0.000840 after 800 iterations
res_norm = 0.000693 after 900 iterations
res_norm = 0.000578 after 1000 iterations
res_norm = 0.000491 after 1100 iterations
res_norm = 0.000419 after 1200 iterations
res_norm = 0.000362 after 1300 iterations
res_norm = 0.000315 after 1400 iterations
res_norm = 0.000275 after 1500 iterations
res_norm = 0.000242 after 1600 iterations
res_norm = 0.000214 after 1700 iterations
res_norm = 0.000190 after 1800 iterations
res_norm = 0.000170 after 1900 iterations
res_norm = 0.000152 after 2000 iterations
res_norm = 0.000136 after 2100 iterations
res_norm = 0.000123 after 2200 iterations
res_norm = 0.000111 after 2300 iterations
res_norm = 0.000100 after 2400 iterations
res_norm = 0.000090 after 2500 iterations
res_norm = 0.000081 after 2600 iterations
res_norm = 0.000073 after 2700 iterations
res_norm = 0.000067 after 2800 iterations
res_norm = 0.000061 after 2900 iterations
res_norm = 0.000056 after 3000 iterations
res_norm = 0.000051 after 3100 iterations
Problem solved in 3151 iterations
res_norm = 0.010003 after 100 iterations
res_norm = 0.005196 after 200 iterations
res_norm = 0.003268 after 300 iterations
res_norm = 0.002255 after 400 iterations
res_norm = 0.001646 after 500 iterations
res_norm = 0.001251 after 600 iterations
res_norm = 0.000977 after 700 iterations
res_norm = 0.000784 after 800 iterations
res_norm = 0.000640 after 900 iterations
res_norm = 0.000532 after 1000 iterations
res_norm = 0.000446 after 1100 iterations
res_norm = 0.000380 after 1200 iterations
res_norm = 0.000326 after 1300 iterations
res_norm = 0.000282 after 1400 iterations
res_norm = 0.000246 after 1500 iterations
res_norm = 0.000216 after 1600 iterations
res_norm = 0.000190 after 1700 iterations
res_norm = 0.000168 after 1800 iterations
res_norm = 0.000149 after 1900 iterations
res_norm = 0.000133 after 2000 iterations
res_norm = 0.000119 after 2100 iterations
res_norm = 0.000107 after 2200 iterations
res_norm = 0.000097 after 2300 iterations
res_norm = 0.000087 after 2400 iterations
res_norm = 0.000079 after 2500 iterations
res_norm = 0.000072 after 2600 iterations
res_norm = 0.000065 after 2700 iterations
res_norm = 0.000059 after 2800 iterations
res_norm = 0.000054 after 2900 iterations
res_norm = 0.000050 after 3000 iterations
Problem solved in 3049 iterations
res_norm = 0.010159 after 100 iterations
res_norm = 0.005271 after 200 iterations
res_norm = 0.003316 after 300 iterations
res_norm = 0.002288 after 400 iterations
res_norm = 0.001672 after 500 iterations
res_norm = 0.001271 after 600 iterations
res_norm = 0.000996 after 700 iterations
res_norm = 0.000800 after 800 iterations
res_norm = 0.000654 after 900 iterations
res_norm = 0.000541 after 1000 iterations
res_norm = 0.000454 after 1100 iterations
res_norm = 0.000385 after 1200 iterations
res_norm = 0.000330 after 1300 iterations
res_norm = 0.000284 after 1400 iterations
res_norm = 0.000246 after 1500 iterations
res_norm = 0.000215 after 1600 iterations
res_norm = 0.000189 after 1700 iterations
res_norm = 0.000166 after 1800 iterations
res_norm = 0.000147 after 1900 iterations
res_norm = 0.000130 after 2000 iterations
res_norm = 0.000115 after 2100 iterations
res_norm = 0.000103 after 2200 iterations
res_norm = 0.000092 after 2300 iterations
res_norm = 0.000082 after 2400 iterations
res_norm = 0.000073 after 2500 iterations
res_norm = 0.000066 after 2600 iterations
res_norm = 0.000059 after 2700 iterations
res_norm = 0.000053 after 2800 iterations
Problem solved in 2895 iterations
res_norm = 0.009988 after 100 iterations
res_norm = 0.005252 after 200 iterations
res_norm = 0.003335 after 300 iterations
res_norm = 0.002319 after 400 iterations
res_norm = 0.001703 after 500 iterations
res_norm = 0.001301 after 600 iterations
res_norm = 0.001025 after 700 iterations
res_norm = 0.000826 after 800 iterations
res_norm = 0.000679 after 900 iterations
res_norm = 0.000566 after 1000 iterations
res_norm = 0.000476 after 1100 iterations
res_norm = 0.000405 after 1200 iterations
res_norm = 0.000347 after 1300 iterations
res_norm = 0.000299 after 1400 iterations
res_norm = 0.000261 after 1500 iterations
res_norm = 0.000228 after 1600 iterations
res_norm = 0.000201 after 1700 iterations
res_norm = 0.000177 after 1800 iterations
res_norm = 0.000157 after 1900 iterations
res_norm = 0.000139 after 2000 iterations
res_norm = 0.000124 after 2100 iterations
res_norm = 0.000111 after 2200 iterations
res_norm = 0.000100 after 2300 iterations
res_norm = 0.000090 after 2400 iterations
res_norm = 0.000081 after 2500 iterations
res_norm = 0.000074 after 2600 iterations
res_norm = 0.000067 after 2700 iterations
res_norm = 0.000061 after 2800 iterations
res_norm = 0.000055 after 2900 iterations
res_norm = 0.000050 after 3000 iterations
Problem solved in 3052 iterations
res_norm = 0.009953 after 100 iterations
res_norm = 0.005201 after 200 iterations
res_norm = 0.003287 after 300 iterations
res_norm = 0.002278 after 400 iterations
res_norm = 0.001671 after 500 iterations
res_norm = 0.001277 after 600 iterations
res_norm = 0.001005 after 700 iterations
res_norm = 0.000809 after 800 iterations
res_norm = 0.000664 after 900 iterations
res_norm = 0.000553 after 1000 iterations
res_norm = 0.000466 after 1100 iterations
res_norm = 0.000397 after 1200 iterations
res_norm = 0.000341 after 1300 iterations
res_norm = 0.000295 after 1400 iterations
res_norm = 0.000256 after 1500 iterations
res_norm = 0.000222 after 1600 iterations
res_norm = 0.000195 after 1700 iterations
res_norm = 0.000172 after 1800 iterations
res_norm = 0.000152 after 1900 iterations
res_norm = 0.000134 after 2000 iterations
res_norm = 0.000120 after 2100 iterations
res_norm = 0.000107 after 2200 iterations
res_norm = 0.000095 after 2300 iterations
res_norm = 0.000085 after 2400 iterations
res_norm = 0.000076 after 2500 iterations
res_norm = 0.000069 after 2600 iterations
res_norm = 0.000062 after 2700 iterations
res_norm = 0.000056 after 2800 iterations
res_norm = 0.000050 after 2900 iterations
Problem solved in 2947 iterations
res_norm = 0.010131 after 100 iterations
res_norm = 0.005283 after 200 iterations
res_norm = 0.003333 after 300 iterations
res_norm = 0.002308 after 400 iterations
res_norm = 0.001693 after 500 iterations
res_norm = 0.001292 after 600 iterations
res_norm = 0.001016 after 700 iterations
res_norm = 0.000818 after 800 iterations
res_norm = 0.000671 after 900 iterations
res_norm = 0.000557 after 1000 iterations
res_norm = 0.000468 after 1100 iterations
res_norm = 0.000397 after 1200 iterations
res_norm = 0.000339 after 1300 iterations
res_norm = 0.000292 after 1400 iterations
res_norm = 0.000253 after 1500 iterations
res_norm = 0.000220 after 1600 iterations
res_norm = 0.000192 after 1700 iterations
res_norm = 0.000168 after 1800 iterations
res_norm = 0.000148 after 1900 iterations
res_norm = 0.000131 after 2000 iterations
res_norm = 0.000116 after 2100 iterations
res_norm = 0.000103 after 2200 iterations
res_norm = 0.000092 after 2300 iterations
res_norm = 0.000082 after 2400 iterations
res_norm = 0.000073 after 2500 iterations
res_norm = 0.000065 after 2600 iterations
res_norm = 0.000059 after 2700 iterations
res_norm = 0.000052 after 2800 iterations
Problem solved in 2857 iterations
res_norm = 0.010085 after 100 iterations
res_norm = 0.005246 after 200 iterations
res_norm = 0.003306 after 300 iterations
res_norm = 0.002287 after 400 iterations
res_norm = 0.001676 after 500 iterations
res_norm = 0.001279 after 600 iterations
res_norm = 0.001006 after 700 iterations
res_norm = 0.000810 after 800 iterations
res_norm = 0.000663 after 900 iterations
res_norm = 0.000549 after 1000 iterations
res_norm = 0.000463 after 1100 iterations
res_norm = 0.000393 after 1200 iterations
res_norm = 0.000337 after 1300 iterations
res_norm = 0.000291 after 1400 iterations
res_norm = 0.000253 after 1500 iterations
res_norm = 0.000222 after 1600 iterations
res_norm = 0.000194 after 1700 iterations
res_norm = 0.000171 after 1800 iterations
res_norm = 0.000150 after 1900 iterations
res_norm = 0.000133 after 2000 iterations
res_norm = 0.000118 after 2100 iterations
res_norm = 0.000105 after 2200 iterations
res_norm = 0.000093 after 2300 iterations
res_norm = 0.000084 after 2400 iterations
res_norm = 0.000075 after 2500 iterations
res_norm = 0.000067 after 2600 iterations
res_norm = 0.000060 after 2700 iterations
res_norm = 0.000054 after 2800 iterations
res_norm = 0.000049 after 2900 iterations
Problem solved in 2915 iterations
res_norm = 0.010004 after 100 iterations
res_norm = 0.005179 after 200 iterations
res_norm = 0.003246 after 300 iterations
res_norm = 0.002233 after 400 iterations
res_norm = 0.001625 after 500 iterations
res_norm = 0.001232 after 600 iterations
res_norm = 0.000962 after 700 iterations
res_norm = 0.000769 after 800 iterations
res_norm = 0.000628 after 900 iterations
res_norm = 0.000521 after 1000 iterations
res_norm = 0.000438 after 1100 iterations
res_norm = 0.000372 after 1200 iterations
res_norm = 0.000319 after 1300 iterations
res_norm = 0.000276 after 1400 iterations
res_norm = 0.000239 after 1500 iterations
res_norm = 0.000209 after 1600 iterations
res_norm = 0.000183 after 1700 iterations
res_norm = 0.000159 after 1800 iterations
res_norm = 0.000141 after 1900 iterations
res_norm = 0.000125 after 2000 iterations
res_norm = 0.000111 after 2100 iterations
res_norm = 0.000099 after 2200 iterations
res_norm = 0.000089 after 2300 iterations
res_norm = 0.000080 after 2400 iterations
res_norm = 0.000073 after 2500 iterations
res_norm = 0.000066 after 2600 iterations
res_norm = 0.000060 after 2700 iterations
res_norm = 0.000054 after 2800 iterations
res_norm = 0.000050 after 2900 iterations
Problem solved in 2947 iterations
res_norm = 0.010048 after 100 iterations
res_norm = 0.005248 after 200 iterations
res_norm = 0.003305 after 300 iterations
res_norm = 0.002283 after 400 iterations
res_norm = 0.001670 after 500 iterations
res_norm = 0.001270 after 600 iterations
res_norm = 0.000994 after 700 iterations
res_norm = 0.000797 after 800 iterations
res_norm = 0.000653 after 900 iterations
res_norm = 0.000543 after 1000 iterations
res_norm = 0.000455 after 1100 iterations
res_norm = 0.000387 after 1200 iterations
res_norm = 0.000331 after 1300 iterations
res_norm = 0.000286 after 1400 iterations
res_norm = 0.000249 after 1500 iterations
res_norm = 0.000218 after 1600 iterations
res_norm = 0.000191 after 1700 iterations
res_norm = 0.000169 after 1800 iterations
res_norm = 0.000149 after 1900 iterations
res_norm = 0.000132 after 2000 iterations
res_norm = 0.000118 after 2100 iterations
res_norm = 0.000105 after 2200 iterations
res_norm = 0.000094 after 2300 iterations
res_norm = 0.000084 after 2400 iterations
res_norm = 0.000076 after 2500 iterations
res_norm = 0.000068 after 2600 iterations
res_norm = 0.000061 after 2700 iterations
res_norm = 0.000055 after 2800 iterations
res_norm = 0.000050 after 2900 iterations
Problem solved in 2942 iterations
res_norm = 0.009839 after 100 iterations
res_norm = 0.005129 after 200 iterations
res_norm = 0.003238 after 300 iterations
res_norm = 0.002242 after 400 iterations
res_norm = 0.001643 after 500 iterations
res_norm = 0.001254 after 600 iterations
res_norm = 0.000986 after 700 iterations
res_norm = 0.000792 after 800 iterations
res_norm = 0.000648 after 900 iterations
res_norm = 0.000536 after 1000 iterations
res_norm = 0.000452 after 1100 iterations
res_norm = 0.000384 after 1200 iterations
res_norm = 0.000330 after 1300 iterations
res_norm = 0.000286 after 1400 iterations
res_norm = 0.000249 after 1500 iterations
res_norm = 0.000218 after 1600 iterations
res_norm = 0.000191 after 1700 iterations
res_norm = 0.000169 after 1800 iterations
res_norm = 0.000149 after 1900 iterations
res_norm = 0.000133 after 2000 iterations
res_norm = 0.000119 after 2100 iterations
res_norm = 0.000106 after 2200 iterations
res_norm = 0.000095 after 2300 iterations
res_norm = 0.000085 after 2400 iterations
res_norm = 0.000077 after 2500 iterations
res_norm = 0.000070 after 2600 iterations
res_norm = 0.000063 after 2700 iterations
res_norm = 0.000057 after 2800 iterations
res_norm = 0.000052 after 2900 iterations
Problem solved in 2995 iterations
res_norm = 0.010012 after 100 iterations
res_norm = 0.005180 after 200 iterations
res_norm = 0.003246 after 300 iterations
res_norm = 0.002231 after 400 iterations
res_norm = 0.001626 after 500 iterations
res_norm = 0.001233 after 600 iterations
res_norm = 0.000961 after 700 iterations
res_norm = 0.000770 after 800 iterations
res_norm = 0.000629 after 900 iterations
res_norm = 0.000521 after 1000 iterations
res_norm = 0.000436 after 1100 iterations
res_norm = 0.000371 after 1200 iterations
res_norm = 0.000316 after 1300 iterations
res_norm = 0.000272 after 1400 iterations
res_norm = 0.000236 after 1500 iterations
res_norm = 0.000205 after 1600 iterations
res_norm = 0.000180 after 1700 iterations
res_norm = 0.000158 after 1800 iterations
res_norm = 0.000139 after 1900 iterations
res_norm = 0.000123 after 2000 iterations
res_norm = 0.000109 after 2100 iterations
res_norm = 0.000097 after 2200 iterations
res_norm = 0.000087 after 2300 iterations
res_norm = 0.000078 after 2400 iterations
res_norm = 0.000070 after 2500 iterations
res_norm = 0.000062 after 2600 iterations
res_norm = 0.000056 after 2700 iterations
res_norm = 0.000051 after 2800 iterations
Problem solved in 2862 iterations
res_norm = 0.009695 after 100 iterations
res_norm = 0.004953 after 200 iterations
res_norm = 0.003064 after 300 iterations
res_norm = 0.002080 after 400 iterations
res_norm = 0.001493 after 500 iterations
res_norm = 0.001117 after 600 iterations
res_norm = 0.000859 after 700 iterations
res_norm = 0.000678 after 800 iterations
res_norm = 0.000546 after 900 iterations
res_norm = 0.000446 after 1000 iterations
res_norm = 0.000368 after 1100 iterations
res_norm = 0.000307 after 1200 iterations
res_norm = 0.000259 after 1300 iterations
res_norm = 0.000221 after 1400 iterations
res_norm = 0.000189 after 1500 iterations
res_norm = 0.000163 after 1600 iterations
res_norm = 0.000141 after 1700 iterations
res_norm = 0.000123 after 1800 iterations
res_norm = 0.000107 after 1900 iterations
res_norm = 0.000094 after 2000 iterations
res_norm = 0.000083 after 2100 iterations
res_norm = 0.000074 after 2200 iterations
res_norm = 0.000065 after 2300 iterations
res_norm = 0.000058 after 2400 iterations
res_norm = 0.000052 after 2500 iterations
res_norm = 0.000046 after 2600 iterations
Problem solved in 2610 iterations
res_norm = 0.009852 after 100 iterations
res_norm = 0.005028 after 200 iterations
res_norm = 0.003111 after 300 iterations
res_norm = 0.002112 after 400 iterations
res_norm = 0.001519 after 500 iterations
res_norm = 0.001137 after 600 iterations
res_norm = 0.000876 after 700 iterations
res_norm = 0.000692 after 800 iterations
res_norm = 0.000557 after 900 iterations
res_norm = 0.000455 after 1000 iterations
res_norm = 0.000374 after 1100 iterations
res_norm = 0.000312 after 1200 iterations
res_norm = 0.000262 after 1300 iterations
res_norm = 0.000222 after 1400 iterations
res_norm = 0.000189 after 1500 iterations
res_norm = 0.000162 after 1600 iterations
res_norm = 0.000140 after 1700 iterations
res_norm = 0.000121 after 1800 iterations
res_norm = 0.000105 after 1900 iterations
res_norm = 0.000091 after 2000 iterations
res_norm = 0.000079 after 2100 iterations
res_norm = 0.000070 after 2200 iterations
res_norm = 0.000061 after 2300 iterations
res_norm = 0.000054 after 2400 iterations
res_norm = 0.000047 after 2500 iterations
Problem solved in 2512 iterations
res_norm = 0.009687 after 100 iterations
res_norm = 0.005011 after 200 iterations
res_norm = 0.003133 after 300 iterations
res_norm = 0.002144 after 400 iterations
res_norm = 0.001551 after 500 iterations
res_norm = 0.001167 after 600 iterations
res_norm = 0.000905 after 700 iterations
res_norm = 0.000718 after 800 iterations
res_norm = 0.000581 after 900 iterations
res_norm = 0.000477 after 1000 iterations
res_norm = 0.000396 after 1100 iterations
res_norm = 0.000331 after 1200 iterations
res_norm = 0.000280 after 1300 iterations
res_norm = 0.000238 after 1400 iterations
res_norm = 0.000203 after 1500 iterations
res_norm = 0.000175 after 1600 iterations
res_norm = 0.000151 after 1700 iterations
res_norm = 0.000131 after 1800 iterations
res_norm = 0.000115 after 1900 iterations
res_norm = 0.000100 after 2000 iterations
res_norm = 0.000088 after 2100 iterations
res_norm = 0.000078 after 2200 iterations
res_norm = 0.000069 after 2300 iterations
res_norm = 0.000061 after 2400 iterations
res_norm = 0.000054 after 2500 iterations
res_norm = 0.000048 after 2600 iterations
Problem solved in 2635 iterations
res_norm = 0.009655 after 100 iterations
res_norm = 0.004964 after 200 iterations
res_norm = 0.003088 after 300 iterations
res_norm = 0.002107 after 400 iterations
res_norm = 0.001522 after 500 iterations
res_norm = 0.001145 after 600 iterations
res_norm = 0.000888 after 700 iterations
res_norm = 0.000704 after 800 iterations
res_norm = 0.000568 after 900 iterations
res_norm = 0.000465 after 1000 iterations
res_norm = 0.000387 after 1100 iterations
res_norm = 0.000324 after 1200 iterations
res_norm = 0.000274 after 1300 iterations
res_norm = 0.000233 after 1400 iterations
res_norm = 0.000199 after 1500 iterations
res_norm = 0.000171 after 1600 iterations
res_norm = 0.000148 after 1700 iterations
res_norm = 0.000129 after 1800 iterations
res_norm = 0.000111 after 1900 iterations
res_norm = 0.000096 after 2000 iterations
res_norm = 0.000084 after 2100 iterations
res_norm = 0.000074 after 2200 iterations
res_norm = 0.000065 after 2300 iterations
res_norm = 0.000057 after 2400 iterations
res_norm = 0.000050 after 2500 iterations
Problem solved in 2571 iterations
res_norm = 0.009828 after 100 iterations
res_norm = 0.005044 after 200 iterations
res_norm = 0.003132 after 300 iterations
res_norm = 0.002135 after 400 iterations
res_norm = 0.001542 after 500 iterations
res_norm = 0.001159 after 600 iterations
res_norm = 0.000898 after 700 iterations
res_norm = 0.000711 after 800 iterations
res_norm = 0.000574 after 900 iterations
res_norm = 0.000470 after 1000 iterations
res_norm = 0.000390 after 1100 iterations
res_norm = 0.000326 after 1200 iterations
res_norm = 0.000273 after 1300 iterations
res_norm = 0.000230 after 1400 iterations
res_norm = 0.000196 after 1500 iterations
res_norm = 0.000168 after 1600 iterations
res_norm = 0.000145 after 1700 iterations
res_norm = 0.000125 after 1800 iterations
res_norm = 0.000108 after 1900 iterations
res_norm = 0.000094 after 2000 iterations
res_norm = 0.000082 after 2100 iterations
res_norm = 0.000072 after 2200 iterations
res_norm = 0.000062 after 2300 iterations
res_norm = 0.000055 after 2400 iterations
res_norm = 0.000048 after 2500 iterations
Problem solved in 2528 iterations
res_norm = 0.009785 after 100 iterations
res_norm = 0.005009 after 200 iterations
res_norm = 0.003107 after 300 iterations
res_norm = 0.002116 after 400 iterations
res_norm = 0.001525 after 500 iterations
res_norm = 0.001146 after 600 iterations
res_norm = 0.000887 after 700 iterations
res_norm = 0.000703 after 800 iterations
res_norm = 0.000568 after 900 iterations
res_norm = 0.000463 after 1000 iterations
res_norm = 0.000383 after 1100 iterations
res_norm = 0.000320 after 1200 iterations
res_norm = 0.000270 after 1300 iterations
res_norm = 0.000230 after 1400 iterations
res_norm = 0.000196 after 1500 iterations
res_norm = 0.000168 after 1600 iterations
res_norm = 0.000145 after 1700 iterations
res_norm = 0.000126 after 1800 iterations
res_norm = 0.000109 after 1900 iterations
res_norm = 0.000095 after 2000 iterations
res_norm = 0.000083 after 2100 iterations
res_norm = 0.000073 after 2200 iterations
res_norm = 0.000064 after 2300 iterations
res_norm = 0.000056 after 2400 iterations
res_norm = 0.000049 after 2500 iterations
Problem solved in 2544 iterations
res_norm = 0.009700 after 100 iterations
res_norm = 0.004939 after 200 iterations
res_norm = 0.003045 after 300 iterations
res_norm = 0.002060 after 400 iterations
res_norm = 0.001475 after 500 iterations
res_norm = 0.001101 after 600 iterations
res_norm = 0.000846 after 700 iterations
res_norm = 0.000666 after 800 iterations
res_norm = 0.000534 after 900 iterations
res_norm = 0.000436 after 1000 iterations
res_norm = 0.000360 after 1100 iterations
res_norm = 0.000300 after 1200 iterations
res_norm = 0.000253 after 1300 iterations
res_norm = 0.000215 after 1400 iterations
res_norm = 0.000184 after 1500 iterations
res_norm = 0.000158 after 1600 iterations
res_norm = 0.000137 after 1700 iterations
res_norm = 0.000119 after 1800 iterations
res_norm = 0.000104 after 1900 iterations
res_norm = 0.000091 after 2000 iterations
res_norm = 0.000079 after 2100 iterations
res_norm = 0.000069 after 2200 iterations
res_norm = 0.000061 after 2300 iterations
res_norm = 0.000054 after 2400 iterations
res_norm = 0.000048 after 2500 iterations
Problem solved in 2540 iterations
res_norm = 0.009746 after 100 iterations
res_norm = 0.005008 after 200 iterations
res_norm = 0.003105 after 300 iterations
res_norm = 0.002111 after 400 iterations
res_norm = 0.001521 after 500 iterations
res_norm = 0.001137 after 600 iterations
res_norm = 0.000877 after 700 iterations
res_norm = 0.000691 after 800 iterations
res_norm = 0.000557 after 900 iterations
res_norm = 0.000456 after 1000 iterations
res_norm = 0.000377 after 1100 iterations
res_norm = 0.000315 after 1200 iterations
res_norm = 0.000266 after 1300 iterations
res_norm = 0.000226 after 1400 iterations
