MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022b Update 1 (9.13.0.2080170) 64-bit (glnxa64)
                             September 28, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
res_norm = 0.000032 after 900 iterations
res_norm = 0.000022 after 1000 iterations
Problem solved in 1032 iterations
res_norm = 0.002322 after 100 iterations
res_norm = 0.000868 after 200 iterations
res_norm = 0.000453 after 300 iterations
res_norm = 0.000266 after 400 iterations
res_norm = 0.000165 after 500 iterations
res_norm = 0.000108 after 600 iterations
res_norm = 0.000073 after 700 iterations
res_norm = 0.000050 after 800 iterations
res_norm = 0.000035 after 900 iterations
res_norm = 0.000025 after 1000 iterations
Problem solved in 1076 iterations
res_norm = 0.002050 after 100 iterations
res_norm = 0.000816 after 200 iterations
res_norm = 0.000436 after 300 iterations
res_norm = 0.000264 after 400 iterations
res_norm = 0.000170 after 500 iterations
res_norm = 0.000113 after 600 iterations
res_norm = 0.000074 after 700 iterations
res_norm = 0.000051 after 800 iterations
res_norm = 0.000035 after 900 iterations
res_norm = 0.000024 after 1000 iterations
Problem solved in 1071 iterations
res_norm = 0.002167 after 100 iterations
res_norm = 0.000795 after 200 iterations
res_norm = 0.000412 after 300 iterations
res_norm = 0.000246 after 400 iterations
res_norm = 0.000156 after 500 iterations
res_norm = 0.000103 after 600 iterations
res_norm = 0.000068 after 700 iterations
res_norm = 0.000046 after 800 iterations
res_norm = 0.000032 after 900 iterations
res_norm = 0.000022 after 1000 iterations
Problem solved in 1038 iterations
res_norm = 0.002142 after 100 iterations
res_norm = 0.000783 after 200 iterations
res_norm = 0.000378 after 300 iterations
res_norm = 0.000214 after 400 iterations
res_norm = 0.000131 after 500 iterations
res_norm = 0.000084 after 600 iterations
res_norm = 0.000056 after 700 iterations
res_norm = 0.000038 after 800 iterations
res_norm = 0.000027 after 900 iterations
res_norm = 0.000019 after 1000 iterations
Problem solved in 1000 iterations
res_norm = 0.002281 after 100 iterations
res_norm = 0.000891 after 200 iterations
res_norm = 0.000452 after 300 iterations
res_norm = 0.000264 after 400 iterations
res_norm = 0.000164 after 500 iterations
res_norm = 0.000106 after 600 iterations
res_norm = 0.000071 after 700 iterations
res_norm = 0.000048 after 800 iterations
res_norm = 0.000032 after 900 iterations
res_norm = 0.000022 after 1000 iterations
Problem solved in 1032 iterations
res_norm = 0.002132 after 100 iterations
res_norm = 0.000832 after 200 iterations
res_norm = 0.000461 after 300 iterations
res_norm = 0.000284 after 400 iterations
res_norm = 0.000182 after 500 iterations
res_norm = 0.000121 after 600 iterations
res_norm = 0.000083 after 700 iterations
res_norm = 0.000057 after 800 iterations
res_norm = 0.000040 after 900 iterations
res_norm = 0.000029 after 1000 iterations
res_norm = 0.000021 after 1100 iterations
Problem solved in 1120 iterations
res_norm = 0.002130 after 100 iterations
res_norm = 0.000792 after 200 iterations
res_norm = 0.000416 after 300 iterations
res_norm = 0.000250 after 400 iterations
res_norm = 0.000160 after 500 iterations
res_norm = 0.000106 after 600 iterations
res_norm = 0.000072 after 700 iterations
res_norm = 0.000050 after 800 iterations
res_norm = 0.000035 after 900 iterations
res_norm = 0.000024 after 1000 iterations
Problem solved in 1071 iterations
res_norm = 0.002241 after 100 iterations
res_norm = 0.000888 after 200 iterations
res_norm = 0.000489 after 300 iterations
res_norm = 0.000303 after 400 iterations
res_norm = 0.000199 after 500 iterations
res_norm = 0.000136 after 600 iterations
res_norm = 0.000094 after 700 iterations
res_norm = 0.000065 after 800 iterations
res_norm = 0.000046 after 900 iterations
res_norm = 0.000033 after 1000 iterations
res_norm = 0.000024 after 1100 iterations
Problem solved in 1170 iterations
res_norm = 0.002201 after 100 iterations
res_norm = 0.000831 after 200 iterations
res_norm = 0.000424 after 300 iterations
res_norm = 0.000247 after 400 iterations
res_norm = 0.000150 after 500 iterations
res_norm = 0.000097 after 600 iterations
res_norm = 0.000064 after 700 iterations
res_norm = 0.000043 after 800 iterations
res_norm = 0.000030 after 900 iterations
res_norm = 0.000021 after 1000 iterations
Problem solved in 1023 iterations
res_norm = 0.001974 after 100 iterations
res_norm = 0.000724 after 200 iterations
res_norm = 0.000365 after 300 iterations
res_norm = 0.000204 after 400 iterations
res_norm = 0.000118 after 500 iterations
res_norm = 0.000070 after 600 iterations
res_norm = 0.000043 after 700 iterations
res_norm = 0.000027 after 800 iterations
Problem solved in 880 iterations
res_norm = 0.002096 after 100 iterations
res_norm = 0.000744 after 200 iterations
res_norm = 0.000358 after 300 iterations
res_norm = 0.000195 after 400 iterations
res_norm = 0.000114 after 500 iterations
res_norm = 0.000069 after 600 iterations
res_norm = 0.000043 after 700 iterations
res_norm = 0.000028 after 800 iterations
Problem solved in 889 iterations
res_norm = 0.001878 after 100 iterations
res_norm = 0.000690 after 200 iterations
res_norm = 0.000346 after 300 iterations
res_norm = 0.000194 after 400 iterations
res_norm = 0.000116 after 500 iterations
res_norm = 0.000071 after 600 iterations
res_norm = 0.000045 after 700 iterations
res_norm = 0.000029 after 800 iterations
res_norm = 0.000019 after 900 iterations
Problem solved in 905 iterations
res_norm = 0.001961 after 100 iterations
res_norm = 0.000681 after 200 iterations
res_norm = 0.000328 after 300 iterations
res_norm = 0.000181 after 400 iterations
res_norm = 0.000106 after 500 iterations
res_norm = 0.000065 after 600 iterations
res_norm = 0.000040 after 700 iterations
res_norm = 0.000025 after 800 iterations
Problem solved in 869 iterations
res_norm = 0.001943 after 100 iterations
res_norm = 0.000658 after 200 iterations
res_norm = 0.000304 after 300 iterations
res_norm = 0.000157 after 400 iterations
res_norm = 0.000088 after 500 iterations
res_norm = 0.000052 after 600 iterations
res_norm = 0.000032 after 700 iterations
res_norm = 0.000020 after 800 iterations
Problem solved in 819 iterations
res_norm = 0.002084 after 100 iterations
res_norm = 0.000755 after 200 iterations
res_norm = 0.000370 after 300 iterations
res_norm = 0.000198 after 400 iterations
res_norm = 0.000114 after 500 iterations
res_norm = 0.000067 after 600 iterations
res_norm = 0.000041 after 700 iterations
res_norm = 0.000025 after 800 iterations
Problem solved in 865 iterations
res_norm = 0.001940 after 100 iterations
res_norm = 0.000709 after 200 iterations
res_norm = 0.000360 after 300 iterations
res_norm = 0.000205 after 400 iterations
res_norm = 0.000123 after 500 iterations
res_norm = 0.000076 after 600 iterations
res_norm = 0.000048 after 700 iterations
res_norm = 0.000031 after 800 iterations
res_norm = 0.000020 after 900 iterations
Problem solved in 916 iterations
res_norm = 0.001944 after 100 iterations
res_norm = 0.000672 after 200 iterations
res_norm = 0.000329 after 300 iterations
res_norm = 0.000182 after 400 iterations
res_norm = 0.000108 after 500 iterations
res_norm = 0.000066 after 600 iterations
res_norm = 0.000041 after 700 iterations
res_norm = 0.000026 after 800 iterations
Problem solved in 879 iterations
res_norm = 0.002032 after 100 iterations
res_norm = 0.000759 after 200 iterations
res_norm = 0.000389 after 300 iterations
res_norm = 0.000224 after 400 iterations
res_norm = 0.000137 after 500 iterations
res_norm = 0.000087 after 600 iterations
res_norm = 0.000056 after 700 iterations
res_norm = 0.000037 after 800 iterations
res_norm = 0.000025 after 900 iterations
Problem solved in 969 iterations
res_norm = 0.001979 after 100 iterations
res_norm = 0.000704 after 200 iterations
res_norm = 0.000341 after 300 iterations
res_norm = 0.000183 after 400 iterations
res_norm = 0.000105 after 500 iterations
res_norm = 0.000062 after 600 iterations
res_norm = 0.000038 after 700 iterations
res_norm = 0.000024 after 800 iterations
Problem solved in 856 iterations
res_norm = 0.001665 after 100 iterations
res_norm = 0.000553 after 200 iterations
res_norm = 0.000246 after 300 iterations
res_norm = 0.000119 after 400 iterations
res_norm = 0.000061 after 500 iterations
res_norm = 0.000032 after 600 iterations
Problem solved in 693 iterations
res_norm = 0.001778 after 100 iterations
res_norm = 0.000569 after 200 iterations
res_norm = 0.000244 after 300 iterations
res_norm = 0.000117 after 400 iterations
res_norm = 0.000060 after 500 iterations
res_norm = 0.000032 after 600 iterations
Problem solved in 693 iterations
res_norm = 0.001598 after 100 iterations
res_norm = 0.000525 after 200 iterations
res_norm = 0.000234 after 300 iterations
res_norm = 0.000116 after 400 iterations
res_norm = 0.000060 after 500 iterations
res_norm = 0.000032 after 600 iterations
Problem solved in 699 iterations
res_norm = 0.001674 after 100 iterations
res_norm = 0.000530 after 200 iterations
res_norm = 0.000221 after 300 iterations
res_norm = 0.000107 after 400 iterations
res_norm = 0.000055 after 500 iterations
res_norm = 0.000029 after 600 iterations
Problem solved in 680 iterations
res_norm = 0.001639 after 100 iterations
res_norm = 0.000502 after 200 iterations
res_norm = 0.000201 after 300 iterations
res_norm = 0.000093 after 400 iterations
res_norm = 0.000046 after 500 iterations
res_norm = 0.000024 after 600 iterations
Problem solved in 645 iterations
res_norm = 0.001768 after 100 iterations
res_norm = 0.000577 after 200 iterations
res_norm = 0.000253 after 300 iterations
res_norm = 0.000123 after 400 iterations
res_norm = 0.000062 after 500 iterations
res_norm = 0.000032 after 600 iterations
Problem solved in 693 iterations
res_norm = 0.001653 after 100 iterations
res_norm = 0.000540 after 200 iterations
res_norm = 0.000240 after 300 iterations
res_norm = 0.000119 after 400 iterations
res_norm = 0.000062 after 500 iterations
res_norm = 0.000033 after 600 iterations
res_norm = 0.000018 after 700 iterations
Problem solved in 702 iterations
res_norm = 0.001652 after 100 iterations
res_norm = 0.000515 after 200 iterations
res_norm = 0.000222 after 300 iterations
res_norm = 0.000108 after 400 iterations
res_norm = 0.000056 after 500 iterations
res_norm = 0.000030 after 600 iterations
Problem solved in 682 iterations
res_norm = 0.001741 after 100 iterations
res_norm = 0.000573 after 200 iterations
res_norm = 0.000262 after 300 iterations
res_norm = 0.000133 after 400 iterations
res_norm = 0.000071 after 500 iterations
res_norm = 0.000040 after 600 iterations
res_norm = 0.000022 after 700 iterations
Problem solved in 739 iterations
res_norm = 0.001644 after 100 iterations
res_norm = 0.000532 after 200 iterations
res_norm = 0.000224 after 300 iterations
res_norm = 0.000106 after 400 iterations
res_norm = 0.000053 after 500 iterations
res_norm = 0.000027 after 600 iterations
Problem solved in 664 iterations
res_norm = 0.001263 after 100 iterations
res_norm = 0.000343 after 200 iterations
res_norm = 0.000122 after 300 iterations
res_norm = 0.000047 after 400 iterations
res_norm = 0.000019 after 500 iterations
Problem solved in 511 iterations
res_norm = 0.001358 after 100 iterations
res_norm = 0.000355 after 200 iterations
res_norm = 0.000122 after 300 iterations
res_norm = 0.000046 after 400 iterations
res_norm = 0.000018 after 500 iterations
Problem solved in 508 iterations
res_norm = 0.001258 after 100 iterations
res_norm = 0.000332 after 200 iterations
res_norm = 0.000118 after 300 iterations
res_norm = 0.000046 after 400 iterations
res_norm = 0.000018 after 500 iterations
Problem solved in 510 iterations
res_norm = 0.001271 after 100 iterations
res_norm = 0.000328 after 200 iterations
res_norm = 0.000114 after 300 iterations
res_norm = 0.000043 after 400 iterations
res_norm = 0.000017 after 500 iterations
Problem solved in 503 iterations
res_norm = 0.001257 after 100 iterations
res_norm = 0.000303 after 200 iterations
res_norm = 0.000099 after 300 iterations
res_norm = 0.000036 after 400 iterations
Problem solved in 478 iterations
res_norm = 0.001351 after 100 iterations
res_norm = 0.000367 after 200 iterations
res_norm = 0.000129 after 300 iterations
res_norm = 0.000049 after 400 iterations
res_norm = 0.000020 after 500 iterations
Problem solved in 514 iterations
res_norm = 0.001249 after 100 iterations
res_norm = 0.000334 after 200 iterations
res_norm = 0.000119 after 300 iterations
res_norm = 0.000046 after 400 iterations
res_norm = 0.000018 after 500 iterations
Problem solved in 509 iterations
res_norm = 0.001263 after 100 iterations
res_norm = 0.000323 after 200 iterations
res_norm = 0.000113 after 300 iterations
res_norm = 0.000043 after 400 iterations
res_norm = 0.000017 after 500 iterations
Problem solved in 502 iterations
res_norm = 0.001310 after 100 iterations
res_norm = 0.000361 after 200 iterations
res_norm = 0.000132 after 300 iterations
res_norm = 0.000054 after 400 iterations
res_norm = 0.000023 after 500 iterations
Problem solved in 534 iterations
res_norm = 0.001231 after 100 iterations
res_norm = 0.000320 after 200 iterations
res_norm = 0.000108 after 300 iterations
res_norm = 0.000040 after 400 iterations
Problem solved in 490 iterations
res_norm = 0.000809 after 100 iterations
res_norm = 0.000149 after 200 iterations
res_norm = 0.000034 after 300 iterations
Problem solved in 355 iterations
res_norm = 0.000855 after 100 iterations
res_norm = 0.000156 after 200 iterations
res_norm = 0.000036 after 300 iterations
Problem solved in 357 iterations
res_norm = 0.000812 after 100 iterations
res_norm = 0.000154 after 200 iterations
res_norm = 0.000037 after 300 iterations
Problem solved in 361 iterations
res_norm = 0.000827 after 100 iterations
res_norm = 0.000147 after 200 iterations
res_norm = 0.000034 after 300 iterations
Problem solved in 355 iterations
res_norm = 0.000784 after 100 iterations
res_norm = 0.000131 after 200 iterations
res_norm = 0.000028 after 300 iterations
Problem solved in 340 iterations
res_norm = 0.000873 after 100 iterations
res_norm = 0.000164 after 200 iterations
res_norm = 0.000039 after 300 iterations
Problem solved in 365 iterations
res_norm = 0.000811 after 100 iterations
res_norm = 0.000147 after 200 iterations
res_norm = 0.000034 after 300 iterations
Problem solved in 355 iterations
res_norm = 0.000811 after 100 iterations
res_norm = 0.000146 after 200 iterations
res_norm = 0.000034 after 300 iterations
Problem solved in 354 iterations
res_norm = 0.000833 after 100 iterations
res_norm = 0.000157 after 200 iterations
res_norm = 0.000038 after 300 iterations
Problem solved in 365 iterations
res_norm = 0.000757 after 100 iterations
res_norm = 0.000133 after 200 iterations
res_norm = 0.000030 after 300 iterations
Problem solved in 344 iterations
res_norm = 0.000392 after 100 iterations
res_norm = 0.000035 after 200 iterations
Problem solved in 240 iterations
res_norm = 0.000408 after 100 iterations
res_norm = 0.000037 after 200 iterations
Problem solved in 241 iterations
res_norm = 0.000410 after 100 iterations
res_norm = 0.000040 after 200 iterations
Problem solved in 247 iterations
res_norm = 0.000413 after 100 iterations
res_norm = 0.000038 after 200 iterations
Problem solved in 244 iterations
res_norm = 0.000370 after 100 iterations
res_norm = 0.000031 after 200 iterations
Problem solved in 233 iterations
res_norm = 0.000435 after 100 iterations
res_norm = 0.000042 after 200 iterations
Problem solved in 249 iterations
res_norm = 0.000400 after 100 iterations
res_norm = 0.000036 after 200 iterations
Problem solved in 240 iterations
res_norm = 0.000399 after 100 iterations
res_norm = 0.000036 after 200 iterations
Problem solved in 241 iterations
res_norm = 0.000402 after 100 iterations
res_norm = 0.000037 after 200 iterations
Problem solved in 242 iterations
res_norm = 0.000352 after 100 iterations
res_norm = 0.000030 after 200 iterations
Problem solved in 232 iterations
res_norm = 0.000116 after 100 iterations
Problem solved in 158 iterations
res_norm = 0.000119 after 100 iterations
Problem solved in 159 iterations
res_norm = 0.000128 after 100 iterations
Problem solved in 163 iterations
res_norm = 0.000129 after 100 iterations
Problem solved in 162 iterations
res_norm = 0.000109 after 100 iterations
Problem solved in 155 iterations
res_norm = 0.000138 after 100 iterations
Problem solved in 165 iterations
res_norm = 0.000121 after 100 iterations
Problem solved in 159 iterations
res_norm = 0.000121 after 100 iterations
Problem solved in 160 iterations
res_norm = 0.000118 after 100 iterations
Problem solved in 159 iterations
res_norm = 0.000099 after 100 iterations
Problem solved in 154 iterations
res_norm = 0.000019 after 100 iterations
Problem solved in 113 iterations
res_norm = 0.000020 after 100 iterations
Problem solved in 120 iterations
res_norm = 0.000021 after 100 iterations
Problem solved in 118 iterations
res_norm = 0.000021 after 100 iterations
Problem solved in 119 iterations
res_norm = 0.000019 after 100 iterations
Problem solved in 115 iterations
res_norm = 0.000022 after 100 iterations
Problem solved in 117 iterations
res_norm = 0.000018 after 100 iterations
Problem solved in 112 iterations
res_norm = 0.000020 after 100 iterations
Problem solved in 116 iterations
res_norm = 0.000016 after 100 iterations
Problem solved in 107 iterations
res_norm = 0.000014 after 100 iterations
Problem solved in 104 iterations
Problem solved in 69 iterations
Problem solved in 95 iterations
res_norm = 0.000015 after 100 iterations
Problem solved in 108 iterations
res_norm = 0.000020 after 100 iterations
Problem solved in 141 iterations
res_norm = 0.000021 after 100 iterations
Problem solved in 138 iterations
res_norm = 0.000020 after 100 iterations
Problem solved in 140 iterations
Problem solved in 71 iterations
Problem solved in 86 iterations
Problem solved in 99 iterations
res_norm = 0.000015 after 100 iterations
Problem solved in 108 iterations
res_norm = 0.002555 after 100 iterations
res_norm = 0.001137 after 200 iterations
res_norm = 0.000582 after 300 iterations
res_norm = 0.000330 after 400 iterations
res_norm = 0.000202 after 500 iterations
res_norm = 0.000130 after 600 iterations
res_norm = 0.000086 after 700 iterations
res_norm = 0.000059 after 800 iterations
res_norm = 0.000041 after 900 iterations
res_norm = 0.000029 after 1000 iterations
res_norm = 0.000020 after 1100 iterations
Problem solved in 1119 iterations
res_norm = 0.002459 after 100 iterations
res_norm = 0.001116 after 200 iterations
res_norm = 0.000592 after 300 iterations
res_norm = 0.000340 after 400 iterations
res_norm = 0.000212 after 500 iterations
res_norm = 0.000138 after 600 iterations
res_norm = 0.000093 after 700 iterations
res_norm = 0.000065 after 800 iterations
res_norm = 0.000045 after 900 iterations
res_norm = 0.000032 after 1000 iterations
res_norm = 0.000023 after 1100 iterations
Problem solved in 1157 iterations
res_norm = 0.002329 after 100 iterations
res_norm = 0.001038 after 200 iterations
res_norm = 0.000550 after 300 iterations
res_norm = 0.000330 after 400 iterations
res_norm = 0.000210 after 500 iterations
res_norm = 0.000139 after 600 iterations
res_norm = 0.000090 after 700 iterations
res_norm = 0.000062 after 800 iterations
res_norm = 0.000043 after 900 iterations
res_norm = 0.000030 after 1000 iterations
res_norm = 0.000022 after 1100 iterations
Problem solved in 1142 iterations
res_norm = 0.002409 after 100 iterations
res_norm = 0.001060 after 200 iterations
res_norm = 0.000570 after 300 iterations
res_norm = 0.000325 after 400 iterations
res_norm = 0.000198 after 500 iterations
res_norm = 0.000126 after 600 iterations
res_norm = 0.000083 after 700 iterations
res_norm = 0.000056 after 800 iterations
res_norm = 0.000039 after 900 iterations
res_norm = 0.000027 after 1000 iterations
res_norm = 0.000019 after 1100 iterations
Problem solved in 1109 iterations
res_norm = 0.002241 after 100 iterations
res_norm = 0.000964 after 200 iterations
res_norm = 0.000494 after 300 iterations
res_norm = 0.000284 after 400 iterations
res_norm = 0.000179 after 500 iterations
res_norm = 0.000118 after 600 iterations
res_norm = 0.000081 after 700 iterations
res_norm = 0.000057 after 800 iterations
res_norm = 0.000041 after 900 iterations
res_norm = 0.000030 after 1000 iterations
res_norm = 0.000022 after 1100 iterations
Problem solved in 1152 iterations
res_norm = 0.002464 after 100 iterations
res_norm = 0.001080 after 200 iterations
res_norm = 0.000569 after 300 iterations
res_norm = 0.000341 after 400 iterations
res_norm = 0.000213 after 500 iterations
res_norm = 0.000138 after 600 iterations
res_norm = 0.000093 after 700 iterations
res_norm = 0.000065 after 800 iterations
res_norm = 0.000046 after 900 iterations
res_norm = 0.000034 after 1000 iterations
res_norm = 0.000025 after 1100 iterations
Problem solved in 1187 iterations
res_norm = 0.002413 after 100 iterations
res_norm = 0.001116 after 200 iterations
res_norm = 0.000625 after 300 iterations
res_norm = 0.000365 after 400 iterations
res_norm = 0.000227 after 500 iterations
res_norm = 0.000148 after 600 iterations
res_norm = 0.000100 after 700 iterations
res_norm = 0.000070 after 800 iterations
res_norm = 0.000049 after 900 iterations
res_norm = 0.000035 after 1000 iterations
res_norm = 0.000026 after 1100 iterations
Problem solved in 1198 iterations
res_norm = 0.002281 after 100 iterations
res_norm = 0.001017 after 200 iterations
res_norm = 0.000564 after 300 iterations
res_norm = 0.000337 after 400 iterations
res_norm = 0.000216 after 500 iterations
res_norm = 0.000144 after 600 iterations
res_norm = 0.000098 after 700 iterations
res_norm = 0.000068 after 800 iterations
res_norm = 0.000048 after 900 iterations
res_norm = 0.000033 after 1000 iterations
res_norm = 0.000024 after 1100 iterations
Problem solved in 1171 iterations
res_norm = 0.002492 after 100 iterations
res_norm = 0.001147 after 200 iterations
res_norm = 0.000653 after 300 iterations
res_norm = 0.000423 after 400 iterations
res_norm = 0.000288 after 500 iterations
res_norm = 0.000194 after 600 iterations
res_norm = 0.000138 after 700 iterations
res_norm = 0.000100 after 800 iterations
res_norm = 0.000073 after 900 iterations
res_norm = 0.000054 after 1000 iterations
res_norm = 0.000040 after 1100 iterations
res_norm = 0.000030 after 1200 iterations
res_norm = 0.000023 after 1300 iterations
Problem solved in 1357 iterations
res_norm = 0.002377 after 100 iterations
res_norm = 0.001079 after 200 iterations
res_norm = 0.000561 after 300 iterations
res_norm = 0.000316 after 400 iterations
res_norm = 0.000197 after 500 iterations
res_norm = 0.000130 after 600 iterations
res_norm = 0.000089 after 700 iterations
res_norm = 0.000062 after 800 iterations
res_norm = 0.000044 after 900 iterations
res_norm = 0.000032 after 1000 iterations
res_norm = 0.000023 after 1100 iterations
Problem solved in 1168 iterations
res_norm = 0.002410 after 100 iterations
res_norm = 0.001046 after 200 iterations
res_norm = 0.000541 after 300 iterations
res_norm = 0.000292 after 400 iterations
res_norm = 0.000171 after 500 iterations
res_norm = 0.000105 after 600 iterations
res_norm = 0.000067 after 700 iterations
res_norm = 0.000044 after 800 iterations
res_norm = 0.000029 after 900 iterations
res_norm = 0.000020 after 1000 iterations
Problem solved in 1015 iterations
res_norm = 0.002339 after 100 iterations
res_norm = 0.001020 after 200 iterations
res_norm = 0.000539 after 300 iterations
res_norm = 0.000302 after 400 iterations
res_norm = 0.000178 after 500 iterations
res_norm = 0.000112 after 600 iterations
res_norm = 0.000072 after 700 iterations
res_norm = 0.000048 after 800 iterations
res_norm = 0.000032 after 900 iterations
res_norm = 0.000022 after 1000 iterations
Problem solved in 1044 iterations
res_norm = 0.002262 after 100 iterations
res_norm = 0.000961 after 200 iterations
res_norm = 0.000493 after 300 iterations
res_norm = 0.000282 after 400 iterations
res_norm = 0.000172 after 500 iterations
res_norm = 0.000109 after 600 iterations
res_norm = 0.000070 after 700 iterations
res_norm = 0.000046 after 800 iterations
res_norm = 0.000031 after 900 iterations
res_norm = 0.000021 after 1000 iterations
Problem solved in 1035 iterations
res_norm = 0.002305 after 100 iterations
res_norm = 0.000964 after 200 iterations
res_norm = 0.000504 after 300 iterations
res_norm = 0.000282 after 400 iterations
res_norm = 0.000168 after 500 iterations
res_norm = 0.000105 after 600 iterations
res_norm = 0.000067 after 700 iterations
res_norm = 0.000044 after 800 iterations
res_norm = 0.000029 after 900 iterations
res_norm = 0.000020 after 1000 iterations
Problem solved in 1013 iterations
res_norm = 0.002152 after 100 iterations
res_norm = 0.000898 after 200 iterations
res_norm = 0.000451 after 300 iterations
res_norm = 0.000250 after 400 iterations
res_norm = 0.000149 after 500 iterations
res_norm = 0.000094 after 600 iterations
res_norm = 0.000062 after 700 iterations
res_norm = 0.000042 after 800 iterations
res_norm = 0.000029 after 900 iterations
res_norm = 0.000020 after 1000 iterations
Problem solved in 1028 iterations
res_norm = 0.002372 after 100 iterations
res_norm = 0.000993 after 200 iterations
res_norm = 0.000507 after 300 iterations
res_norm = 0.000289 after 400 iterations
res_norm = 0.000176 after 500 iterations
res_norm = 0.000111 after 600 iterations
res_norm = 0.000072 after 700 iterations
res_norm = 0.000048 after 800 iterations
res_norm = 0.000033 after 900 iterations
res_norm = 0.000023 after 1000 iterations
Problem solved in 1053 iterations
res_norm = 0.002273 after 100 iterations
res_norm = 0.001017 after 200 iterations
res_norm = 0.000558 after 300 iterations
res_norm = 0.000321 after 400 iterations
res_norm = 0.000193 after 500 iterations
res_norm = 0.000122 after 600 iterations
res_norm = 0.000079 after 700 iterations
res_norm = 0.000053 after 800 iterations
res_norm = 0.000035 after 900 iterations
res_norm = 0.000024 after 1000 iterations
Problem solved in 1074 iterations
res_norm = 0.002168 after 100 iterations
res_norm = 0.000924 after 200 iterations
res_norm = 0.000498 after 300 iterations
res_norm = 0.000295 after 400 iterations
res_norm = 0.000180 after 500 iterations
res_norm = 0.000114 after 600 iterations
res_norm = 0.000075 after 700 iterations
res_norm = 0.000050 after 800 iterations
res_norm = 0.000034 after 900 iterations
res_norm = 0.000023 after 1000 iterations
Problem solved in 1060 iterations
res_norm = 0.002405 after 100 iterations
res_norm = 0.001052 after 200 iterations
res_norm = 0.000588 after 300 iterations
res_norm = 0.000363 after 400 iterations
res_norm = 0.000239 after 500 iterations
res_norm = 0.000164 after 600 iterations
res_norm = 0.000116 after 700 iterations
res_norm = 0.000079 after 800 iterations
res_norm = 0.000056 after 900 iterations
res_norm = 0.000040 after 1000 iterations
res_norm = 0.000029 after 1100 iterations
res_norm = 0.000021 after 1200 iterations
Problem solved in 1234 iterations
res_norm = 0.002259 after 100 iterations
res_norm = 0.000973 after 200 iterations
res_norm = 0.000496 after 300 iterations
res_norm = 0.000284 after 400 iterations
res_norm = 0.000173 after 500 iterations
res_norm = 0.000104 after 600 iterations
res_norm = 0.000068 after 700 iterations
res_norm = 0.000046 after 800 iterations
res_norm = 0.000031 after 900 iterations
res_norm = 0.000021 after 1000 iterations
Problem solved in 1043 iterations
res_norm = 0.002231 after 100 iterations
res_norm = 0.000923 after 200 iterations
res_norm = 0.000451 after 300 iterations
res_norm = 0.000244 after 400 iterations
res_norm = 0.000132 after 500 iterations
res_norm = 0.000076 after 600 iterations
res_norm = 0.000045 after 700 iterations
res_norm = 0.000028 after 800 iterations
Problem solved in 890 iterations
res_norm = 0.002165 after 100 iterations
res_norm = 0.000875 after 200 iterations
res_norm = 0.000442 after 300 iterations
res_norm = 0.000242 after 400 iterations
res_norm = 0.000135 after 500 iterations
res_norm = 0.000079 after 600 iterations
res_norm = 0.000048 after 700 iterations
res_norm = 0.000030 after 800 iterations
res_norm = 0.000019 after 900 iterations
Problem solved in 907 iterations
res_norm = 0.002091 after 100 iterations
res_norm = 0.000835 after 200 iterations
res_norm = 0.000401 after 300 iterations
res_norm = 0.000216 after 400 iterations
res_norm = 0.000123 after 500 iterations
res_norm = 0.000072 after 600 iterations
res_norm = 0.000044 after 700 iterations
res_norm = 0.000027 after 800 iterations
Problem solved in 888 iterations
res_norm = 0.002107 after 100 iterations
res_norm = 0.000840 after 200 iterations
res_norm = 0.000415 after 300 iterations
res_norm = 0.000224 after 400 iterations
res_norm = 0.000128 after 500 iterations
res_norm = 0.000076 after 600 iterations
res_norm = 0.000045 after 700 iterations
res_norm = 0.000027 after 800 iterations
Problem solved in 889 iterations
res_norm = 0.001950 after 100 iterations
res_norm = 0.000761 after 200 iterations
res_norm = 0.000370 after 300 iterations
res_norm = 0.000194 after 400 iterations
res_norm = 0.000110 after 500 iterations
res_norm = 0.000066 after 600 iterations
res_norm = 0.000040 after 700 iterations
res_norm = 0.000025 after 800 iterations
Problem solved in 880 iterations
res_norm = 0.002176 after 100 iterations
res_norm = 0.000868 after 200 iterations
res_norm = 0.000431 after 300 iterations
res_norm = 0.000223 after 400 iterations
res_norm = 0.000125 after 500 iterations
res_norm = 0.000073 after 600 iterations
res_norm = 0.000044 after 700 iterations
res_norm = 0.000027 after 800 iterations
Problem solved in 885 iterations
res_norm = 0.002066 after 100 iterations
res_norm = 0.000863 after 200 iterations
res_norm = 0.000455 after 300 iterations
res_norm = 0.000256 after 400 iterations
res_norm = 0.000147 after 500 iterations
res_norm = 0.000088 after 600 iterations
res_norm = 0.000054 after 700 iterations
res_norm = 0.000033 after 800 iterations
res_norm = 0.000021 after 900 iterations
Problem solved in 933 iterations
res_norm = 0.002022 after 100 iterations
res_norm = 0.000794 after 200 iterations
res_norm = 0.000400 after 300 iterations
res_norm = 0.000222 after 400 iterations
res_norm = 0.000130 after 500 iterations
res_norm = 0.000079 after 600 iterations
res_norm = 0.000049 after 700 iterations
res_norm = 0.000032 after 800 iterations
res_norm = 0.000020 after 900 iterations
Problem solved in 931 iterations
res_norm = 0.002214 after 100 iterations
