MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022b Update 1 (9.13.0.2080170) 64-bit (glnxa64)
                             September 28, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
res_norm = 0.001982 after 200 iterations
res_norm = 0.000964 after 300 iterations
res_norm = 0.000545 after 400 iterations
res_norm = 0.000335 after 500 iterations
res_norm = 0.000215 after 600 iterations
res_norm = 0.000143 after 700 iterations
res_norm = 0.000097 after 800 iterations
res_norm = 0.000068 after 900 iterations
res_norm = 0.000048 after 1000 iterations
res_norm = 0.000034 after 1100 iterations
Problem solved in 1133 iterations
res_norm = 0.006438 after 100 iterations
res_norm = 0.001953 after 200 iterations
res_norm = 0.000957 after 300 iterations
res_norm = 0.000541 after 400 iterations
res_norm = 0.000332 after 500 iterations
res_norm = 0.000215 after 600 iterations
res_norm = 0.000144 after 700 iterations
res_norm = 0.000099 after 800 iterations
res_norm = 0.000069 after 900 iterations
res_norm = 0.000049 after 1000 iterations
res_norm = 0.000036 after 1100 iterations
Problem solved in 1155 iterations
res_norm = 0.006666 after 100 iterations
res_norm = 0.001908 after 200 iterations
res_norm = 0.000923 after 300 iterations
res_norm = 0.000519 after 400 iterations
res_norm = 0.000315 after 500 iterations
res_norm = 0.000200 after 600 iterations
res_norm = 0.000131 after 700 iterations
res_norm = 0.000088 after 800 iterations
res_norm = 0.000060 after 900 iterations
res_norm = 0.000042 after 1000 iterations
Problem solved in 1094 iterations
res_norm = 0.005723 after 100 iterations
res_norm = 0.001597 after 200 iterations
res_norm = 0.000716 after 300 iterations
res_norm = 0.000372 after 400 iterations
res_norm = 0.000210 after 500 iterations
res_norm = 0.000124 after 600 iterations
res_norm = 0.000077 after 700 iterations
res_norm = 0.000049 after 800 iterations
res_norm = 0.000033 after 900 iterations
Problem solved in 931 iterations
res_norm = 0.005689 after 100 iterations
res_norm = 0.001627 after 200 iterations
res_norm = 0.000732 after 300 iterations
res_norm = 0.000379 after 400 iterations
res_norm = 0.000210 after 500 iterations
res_norm = 0.000122 after 600 iterations
res_norm = 0.000073 after 700 iterations
res_norm = 0.000045 after 800 iterations
Problem solved in 893 iterations
res_norm = 0.005263 after 100 iterations
res_norm = 0.001677 after 200 iterations
res_norm = 0.000770 after 300 iterations
res_norm = 0.000406 after 400 iterations
res_norm = 0.000231 after 500 iterations
res_norm = 0.000137 after 600 iterations
res_norm = 0.000084 after 700 iterations
res_norm = 0.000053 after 800 iterations
res_norm = 0.000035 after 900 iterations
Problem solved in 944 iterations
res_norm = 0.005946 after 100 iterations
res_norm = 0.001648 after 200 iterations
res_norm = 0.000755 after 300 iterations
res_norm = 0.000396 after 400 iterations
res_norm = 0.000224 after 500 iterations
res_norm = 0.000132 after 600 iterations
res_norm = 0.000080 after 700 iterations
res_norm = 0.000050 after 800 iterations
res_norm = 0.000031 after 900 iterations
Problem solved in 918 iterations
res_norm = 0.005392 after 100 iterations
res_norm = 0.001675 after 200 iterations
res_norm = 0.000762 after 300 iterations
res_norm = 0.000398 after 400 iterations
res_norm = 0.000223 after 500 iterations
res_norm = 0.000130 after 600 iterations
res_norm = 0.000078 after 700 iterations
res_norm = 0.000047 after 800 iterations
res_norm = 0.000030 after 900 iterations
Problem solved in 904 iterations
res_norm = 0.005632 after 100 iterations
res_norm = 0.001650 after 200 iterations
res_norm = 0.000752 after 300 iterations
res_norm = 0.000392 after 400 iterations
res_norm = 0.000219 after 500 iterations
res_norm = 0.000129 after 600 iterations
res_norm = 0.000078 after 700 iterations
res_norm = 0.000048 after 800 iterations
res_norm = 0.000030 after 900 iterations
Problem solved in 908 iterations
res_norm = 0.005466 after 100 iterations
res_norm = 0.001577 after 200 iterations
res_norm = 0.000701 after 300 iterations
res_norm = 0.000361 after 400 iterations
res_norm = 0.000202 after 500 iterations
res_norm = 0.000120 after 600 iterations
res_norm = 0.000074 after 700 iterations
res_norm = 0.000047 after 800 iterations
res_norm = 0.000031 after 900 iterations
Problem solved in 914 iterations
res_norm = 0.005930 after 100 iterations
res_norm = 0.001642 after 200 iterations
res_norm = 0.000739 after 300 iterations
res_norm = 0.000385 after 400 iterations
res_norm = 0.000216 after 500 iterations
res_norm = 0.000127 after 600 iterations
res_norm = 0.000078 after 700 iterations
res_norm = 0.000049 after 800 iterations
res_norm = 0.000031 after 900 iterations
Problem solved in 915 iterations
res_norm = 0.005605 after 100 iterations
res_norm = 0.001614 after 200 iterations
res_norm = 0.000731 after 300 iterations
res_norm = 0.000382 after 400 iterations
res_norm = 0.000215 after 500 iterations
res_norm = 0.000127 after 600 iterations
res_norm = 0.000078 after 700 iterations
res_norm = 0.000050 after 800 iterations
res_norm = 0.000032 after 900 iterations
Problem solved in 927 iterations
res_norm = 0.005767 after 100 iterations
res_norm = 0.001572 after 200 iterations
res_norm = 0.000697 after 300 iterations
res_norm = 0.000359 after 400 iterations
res_norm = 0.000200 after 500 iterations
res_norm = 0.000116 after 600 iterations
res_norm = 0.000069 after 700 iterations
res_norm = 0.000043 after 800 iterations
Problem solved in 884 iterations
res_norm = 0.004546 after 100 iterations
res_norm = 0.001145 after 200 iterations
res_norm = 0.000443 after 300 iterations
res_norm = 0.000197 after 400 iterations
res_norm = 0.000095 after 500 iterations
res_norm = 0.000048 after 600 iterations
Problem solved in 694 iterations
res_norm = 0.004562 after 100 iterations
res_norm = 0.001171 after 200 iterations
res_norm = 0.000455 after 300 iterations
res_norm = 0.000202 after 400 iterations
res_norm = 0.000096 after 500 iterations
res_norm = 0.000048 after 600 iterations
Problem solved in 686 iterations
res_norm = 0.004300 after 100 iterations
res_norm = 0.001218 after 200 iterations
res_norm = 0.000484 after 300 iterations
res_norm = 0.000220 after 400 iterations
res_norm = 0.000107 after 500 iterations
res_norm = 0.000055 after 600 iterations
res_norm = 0.000029 after 700 iterations
Problem solved in 715 iterations
res_norm = 0.004733 after 100 iterations
res_norm = 0.001197 after 200 iterations
res_norm = 0.000475 after 300 iterations
res_norm = 0.000215 after 400 iterations
res_norm = 0.000105 after 500 iterations
res_norm = 0.000053 after 600 iterations
res_norm = 0.000028 after 700 iterations
Problem solved in 706 iterations
res_norm = 0.004374 after 100 iterations
res_norm = 0.001215 after 200 iterations
res_norm = 0.000481 after 300 iterations
res_norm = 0.000217 after 400 iterations
res_norm = 0.000104 after 500 iterations
res_norm = 0.000052 after 600 iterations
res_norm = 0.000027 after 700 iterations
Problem solved in 701 iterations
res_norm = 0.004529 after 100 iterations
res_norm = 0.001195 after 200 iterations
res_norm = 0.000472 after 300 iterations
res_norm = 0.000213 after 400 iterations
res_norm = 0.000103 after 500 iterations
res_norm = 0.000052 after 600 iterations
res_norm = 0.000027 after 700 iterations
Problem solved in 702 iterations
res_norm = 0.004376 after 100 iterations
res_norm = 0.001133 after 200 iterations
res_norm = 0.000436 after 300 iterations
res_norm = 0.000192 after 400 iterations
res_norm = 0.000092 after 500 iterations
res_norm = 0.000047 after 600 iterations
Problem solved in 688 iterations
res_norm = 0.004725 after 100 iterations
res_norm = 0.001191 after 200 iterations
res_norm = 0.000463 after 300 iterations
res_norm = 0.000208 after 400 iterations
res_norm = 0.000101 after 500 iterations
res_norm = 0.000051 after 600 iterations
res_norm = 0.000027 after 700 iterations
Problem solved in 701 iterations
res_norm = 0.004468 after 100 iterations
res_norm = 0.001164 after 200 iterations
res_norm = 0.000460 after 300 iterations
res_norm = 0.000208 after 400 iterations
res_norm = 0.000101 after 500 iterations
res_norm = 0.000052 after 600 iterations
res_norm = 0.000028 after 700 iterations
Problem solved in 707 iterations
res_norm = 0.004549 after 100 iterations
res_norm = 0.001125 after 200 iterations
res_norm = 0.000431 after 300 iterations
res_norm = 0.000190 after 400 iterations
res_norm = 0.000090 after 500 iterations
res_norm = 0.000044 after 600 iterations
Problem solved in 677 iterations
res_norm = 0.003103 after 100 iterations
res_norm = 0.000635 after 200 iterations
res_norm = 0.000187 after 300 iterations
res_norm = 0.000063 after 400 iterations
Problem solved in 495 iterations
res_norm = 0.003155 after 100 iterations
res_norm = 0.000657 after 200 iterations
res_norm = 0.000195 after 300 iterations
res_norm = 0.000065 after 400 iterations
Problem solved in 498 iterations
res_norm = 0.003067 after 100 iterations
res_norm = 0.000690 after 200 iterations
res_norm = 0.000212 after 300 iterations
res_norm = 0.000073 after 400 iterations
res_norm = 0.000027 after 500 iterations
Problem solved in 514 iterations
res_norm = 0.003251 after 100 iterations
res_norm = 0.000679 after 200 iterations
res_norm = 0.000207 after 300 iterations
res_norm = 0.000071 after 400 iterations
res_norm = 0.000026 after 500 iterations
Problem solved in 510 iterations
res_norm = 0.003097 after 100 iterations
res_norm = 0.000692 after 200 iterations
res_norm = 0.000212 after 300 iterations
res_norm = 0.000073 after 400 iterations
res_norm = 0.000027 after 500 iterations
Problem solved in 511 iterations
res_norm = 0.003163 after 100 iterations
res_norm = 0.000680 after 200 iterations
res_norm = 0.000207 after 300 iterations
res_norm = 0.000071 after 400 iterations
res_norm = 0.000026 after 500 iterations
Problem solved in 510 iterations
res_norm = 0.003037 after 100 iterations
res_norm = 0.000633 after 200 iterations
res_norm = 0.000186 after 300 iterations
res_norm = 0.000062 after 400 iterations
Problem solved in 495 iterations
res_norm = 0.003249 after 100 iterations
res_norm = 0.000672 after 200 iterations
res_norm = 0.000202 after 300 iterations
res_norm = 0.000069 after 400 iterations
res_norm = 0.000025 after 500 iterations
Problem solved in 507 iterations
res_norm = 0.003080 after 100 iterations
res_norm = 0.000657 after 200 iterations
res_norm = 0.000201 after 300 iterations
res_norm = 0.000070 after 400 iterations
res_norm = 0.000026 after 500 iterations
Problem solved in 510 iterations
res_norm = 0.003082 after 100 iterations
res_norm = 0.000620 after 200 iterations
res_norm = 0.000181 after 300 iterations
res_norm = 0.000060 after 400 iterations
Problem solved in 490 iterations
res_norm = 0.001627 after 100 iterations
res_norm = 0.000212 after 200 iterations
res_norm = 0.000036 after 300 iterations
Problem solved in 335 iterations
res_norm = 0.001692 after 100 iterations
res_norm = 0.000228 after 200 iterations
res_norm = 0.000040 after 300 iterations
Problem solved in 341 iterations
res_norm = 0.001697 after 100 iterations
res_norm = 0.000240 after 200 iterations
res_norm = 0.000044 after 300 iterations
Problem solved in 348 iterations
res_norm = 0.001729 after 100 iterations
res_norm = 0.000237 after 200 iterations
res_norm = 0.000043 after 300 iterations
Problem solved in 346 iterations
res_norm = 0.001718 after 100 iterations
res_norm = 0.000247 after 200 iterations
res_norm = 0.000046 after 300 iterations
Problem solved in 350 iterations
res_norm = 0.001728 after 100 iterations
res_norm = 0.000242 after 200 iterations
res_norm = 0.000045 after 300 iterations
Problem solved in 349 iterations
res_norm = 0.001641 after 100 iterations
res_norm = 0.000218 after 200 iterations
res_norm = 0.000038 after 300 iterations
Problem solved in 338 iterations
res_norm = 0.001733 after 100 iterations
res_norm = 0.000236 after 200 iterations
res_norm = 0.000043 after 300 iterations
Problem solved in 346 iterations
res_norm = 0.001650 after 100 iterations
res_norm = 0.000230 after 200 iterations
res_norm = 0.000043 after 300 iterations
Problem solved in 347 iterations
res_norm = 0.001605 after 100 iterations
res_norm = 0.000206 after 200 iterations
res_norm = 0.000035 after 300 iterations
Problem solved in 333 iterations
res_norm = 0.000506 after 100 iterations
res_norm = 0.000023 after 200 iterations
Problem solved in 212 iterations
res_norm = 0.000551 after 100 iterations
res_norm = 0.000028 after 200 iterations
Problem solved in 218 iterations
res_norm = 0.000554 after 100 iterations
res_norm = 0.000029 after 200 iterations
Problem solved in 220 iterations
res_norm = 0.000556 after 100 iterations
res_norm = 0.000029 after 200 iterations
Problem solved in 220 iterations
res_norm = 0.000583 after 100 iterations
res_norm = 0.000032 after 200 iterations
Problem solved in 223 iterations
res_norm = 0.000583 after 100 iterations
res_norm = 0.000032 after 200 iterations
Problem solved in 223 iterations
res_norm = 0.000536 after 100 iterations
res_norm = 0.000026 after 200 iterations
Problem solved in 216 iterations
res_norm = 0.000561 after 100 iterations
res_norm = 0.000029 after 200 iterations
Problem solved in 221 iterations
res_norm = 0.000537 after 100 iterations
res_norm = 0.000029 after 200 iterations
Problem solved in 220 iterations
res_norm = 0.000495 after 100 iterations
res_norm = 0.000022 after 200 iterations
Problem solved in 211 iterations
res_norm = 0.000047 after 100 iterations
Problem solved in 124 iterations
res_norm = 0.000057 after 100 iterations
Problem solved in 128 iterations
res_norm = 0.000055 after 100 iterations
Problem solved in 128 iterations
res_norm = 0.000057 after 100 iterations
Problem solved in 129 iterations
res_norm = 0.000063 after 100 iterations
Problem solved in 131 iterations
res_norm = 0.000064 after 100 iterations
Problem solved in 131 iterations
res_norm = 0.000054 after 100 iterations
Problem solved in 127 iterations
res_norm = 0.000060 after 100 iterations
Problem solved in 130 iterations
res_norm = 0.000055 after 100 iterations
Problem solved in 128 iterations
res_norm = 0.000045 after 100 iterations
Problem solved in 123 iterations
Problem solved in 70 iterations
Problem solved in 72 iterations
Problem solved in 72 iterations
Problem solved in 73 iterations
Problem solved in 73 iterations
Problem solved in 74 iterations
Problem solved in 72 iterations
Problem solved in 73 iterations
Problem solved in 72 iterations
Problem solved in 69 iterations
res_norm = 0.003965 after 100 iterations
res_norm = 0.001475 after 200 iterations
res_norm = 0.000754 after 300 iterations
res_norm = 0.000450 after 400 iterations
res_norm = 0.000295 after 500 iterations
res_norm = 0.000207 after 600 iterations
res_norm = 0.000152 after 700 iterations
res_norm = 0.000116 after 800 iterations
res_norm = 0.000091 after 900 iterations
res_norm = 0.000071 after 1000 iterations
res_norm = 0.000057 after 1100 iterations
res_norm = 0.000047 after 1200 iterations
res_norm = 0.000038 after 1300 iterations
res_norm = 0.000032 after 1400 iterations
Problem solved in 1485 iterations
res_norm = 0.004047 after 100 iterations
res_norm = 0.001537 after 200 iterations
res_norm = 0.000794 after 300 iterations
res_norm = 0.000461 after 400 iterations
res_norm = 0.000286 after 500 iterations
res_norm = 0.000187 after 600 iterations
res_norm = 0.000130 after 700 iterations
res_norm = 0.000094 after 800 iterations
res_norm = 0.000070 after 900 iterations
res_norm = 0.000053 after 1000 iterations
res_norm = 0.000041 after 1100 iterations
res_norm = 0.000033 after 1200 iterations
Problem solved in 1291 iterations
res_norm = 0.004031 after 100 iterations
res_norm = 0.001505 after 200 iterations
res_norm = 0.000784 after 300 iterations
res_norm = 0.000462 after 400 iterations
res_norm = 0.000296 after 500 iterations
res_norm = 0.000204 after 600 iterations
res_norm = 0.000147 after 700 iterations
res_norm = 0.000112 after 800 iterations
res_norm = 0.000087 after 900 iterations
res_norm = 0.000070 after 1000 iterations
res_norm = 0.000056 after 1100 iterations
res_norm = 0.000046 after 1200 iterations
res_norm = 0.000038 after 1300 iterations
res_norm = 0.000031 after 1400 iterations
Problem solved in 1484 iterations
res_norm = 0.004022 after 100 iterations
res_norm = 0.001518 after 200 iterations
res_norm = 0.000773 after 300 iterations
res_norm = 0.000444 after 400 iterations
res_norm = 0.000278 after 500 iterations
res_norm = 0.000184 after 600 iterations
res_norm = 0.000128 after 700 iterations
res_norm = 0.000093 after 800 iterations
res_norm = 0.000070 after 900 iterations
res_norm = 0.000054 after 1000 iterations
res_norm = 0.000042 after 1100 iterations
res_norm = 0.000032 after 1200 iterations
Problem solved in 1262 iterations
res_norm = 0.004111 after 100 iterations
res_norm = 0.001544 after 200 iterations
res_norm = 0.000776 after 300 iterations
res_norm = 0.000441 after 400 iterations
res_norm = 0.000263 after 500 iterations
res_norm = 0.000167 after 600 iterations
res_norm = 0.000111 after 700 iterations
res_norm = 0.000077 after 800 iterations
res_norm = 0.000053 after 900 iterations
res_norm = 0.000039 after 1000 iterations
res_norm = 0.000029 after 1100 iterations
Problem solved in 1133 iterations
res_norm = 0.004028 after 100 iterations
res_norm = 0.001500 after 200 iterations
res_norm = 0.000785 after 300 iterations
res_norm = 0.000454 after 400 iterations
res_norm = 0.000284 after 500 iterations
res_norm = 0.000174 after 600 iterations
res_norm = 0.000118 after 700 iterations
res_norm = 0.000083 after 800 iterations
res_norm = 0.000060 after 900 iterations
res_norm = 0.000045 after 1000 iterations
res_norm = 0.000034 after 1100 iterations
Problem solved in 1195 iterations
res_norm = 0.003959 after 100 iterations
res_norm = 0.001441 after 200 iterations
res_norm = 0.000724 after 300 iterations
res_norm = 0.000428 after 400 iterations
res_norm = 0.000280 after 500 iterations
res_norm = 0.000197 after 600 iterations
res_norm = 0.000136 after 700 iterations
res_norm = 0.000103 after 800 iterations
res_norm = 0.000080 after 900 iterations
res_norm = 0.000063 after 1000 iterations
res_norm = 0.000051 after 1100 iterations
res_norm = 0.000041 after 1200 iterations
res_norm = 0.000033 after 1300 iterations
res_norm = 0.000027 after 1400 iterations
Problem solved in 1409 iterations
res_norm = 0.004001 after 100 iterations
res_norm = 0.001475 after 200 iterations
res_norm = 0.000755 after 300 iterations
res_norm = 0.000446 after 400 iterations
res_norm = 0.000281 after 500 iterations
res_norm = 0.000184 after 600 iterations
res_norm = 0.000125 after 700 iterations
res_norm = 0.000090 after 800 iterations
res_norm = 0.000068 after 900 iterations
res_norm = 0.000053 after 1000 iterations
res_norm = 0.000042 after 1100 iterations
res_norm = 0.000034 after 1200 iterations
res_norm = 0.000028 after 1300 iterations
Problem solved in 1312 iterations
res_norm = 0.003987 after 100 iterations
res_norm = 0.001526 after 200 iterations
res_norm = 0.000799 after 300 iterations
res_norm = 0.000473 after 400 iterations
res_norm = 0.000299 after 500 iterations
res_norm = 0.000204 after 600 iterations
res_norm = 0.000142 after 700 iterations
res_norm = 0.000105 after 800 iterations
res_norm = 0.000080 after 900 iterations
res_norm = 0.000063 after 1000 iterations
res_norm = 0.000050 after 1100 iterations
res_norm = 0.000040 after 1200 iterations
res_norm = 0.000032 after 1300 iterations
Problem solved in 1394 iterations
res_norm = 0.003917 after 100 iterations
res_norm = 0.001452 after 200 iterations
res_norm = 0.000740 after 300 iterations
res_norm = 0.000428 after 400 iterations
res_norm = 0.000266 after 500 iterations
res_norm = 0.000174 after 600 iterations
res_norm = 0.000121 after 700 iterations
res_norm = 0.000088 after 800 iterations
res_norm = 0.000066 after 900 iterations
res_norm = 0.000051 after 1000 iterations
res_norm = 0.000040 after 1100 iterations
res_norm = 0.000032 after 1200 iterations
Problem solved in 1294 iterations
res_norm = 0.003789 after 100 iterations
res_norm = 0.001360 after 200 iterations
res_norm = 0.000675 after 300 iterations
res_norm = 0.000385 after 400 iterations
res_norm = 0.000245 after 500 iterations
res_norm = 0.000166 after 600 iterations
res_norm = 0.000118 after 700 iterations
res_norm = 0.000087 after 800 iterations
res_norm = 0.000066 after 900 iterations
res_norm = 0.000051 after 1000 iterations
res_norm = 0.000040 after 1100 iterations
res_norm = 0.000031 after 1200 iterations
Problem solved in 1274 iterations
res_norm = 0.003873 after 100 iterations
res_norm = 0.001415 after 200 iterations
res_norm = 0.000704 after 300 iterations
res_norm = 0.000395 after 400 iterations
res_norm = 0.000238 after 500 iterations
res_norm = 0.000151 after 600 iterations
res_norm = 0.000101 after 700 iterations
res_norm = 0.000069 after 800 iterations
res_norm = 0.000050 after 900 iterations
res_norm = 0.000037 after 1000 iterations
res_norm = 0.000028 after 1100 iterations
Problem solved in 1117 iterations
res_norm = 0.003855 after 100 iterations
res_norm = 0.001392 after 200 iterations
res_norm = 0.000700 after 300 iterations
res_norm = 0.000403 after 400 iterations
res_norm = 0.000247 after 500 iterations
res_norm = 0.000165 after 600 iterations
res_norm = 0.000117 after 700 iterations
res_norm = 0.000086 after 800 iterations
res_norm = 0.000065 after 900 iterations
res_norm = 0.000050 after 1000 iterations
res_norm = 0.000039 after 1100 iterations
res_norm = 0.000031 after 1200 iterations
Problem solved in 1271 iterations
res_norm = 0.003857 after 100 iterations
res_norm = 0.001401 after 200 iterations
res_norm = 0.000693 after 300 iterations
res_norm = 0.000386 after 400 iterations
res_norm = 0.000231 after 500 iterations
res_norm = 0.000148 after 600 iterations
res_norm = 0.000100 after 700 iterations
res_norm = 0.000070 after 800 iterations
res_norm = 0.000051 after 900 iterations
res_norm = 0.000038 after 1000 iterations
res_norm = 0.000029 after 1100 iterations
Problem solved in 1131 iterations
res_norm = 0.003935 after 100 iterations
res_norm = 0.001431 after 200 iterations
res_norm = 0.000698 after 300 iterations
res_norm = 0.000381 after 400 iterations
res_norm = 0.000225 after 500 iterations
res_norm = 0.000135 after 600 iterations
res_norm = 0.000087 after 700 iterations
res_norm = 0.000058 after 800 iterations
res_norm = 0.000040 after 900 iterations
res_norm = 0.000029 after 1000 iterations
Problem solved in 1025 iterations
res_norm = 0.003856 after 100 iterations
res_norm = 0.001385 after 200 iterations
res_norm = 0.000699 after 300 iterations
res_norm = 0.000394 after 400 iterations
res_norm = 0.000237 after 500 iterations
res_norm = 0.000151 after 600 iterations
res_norm = 0.000094 after 700 iterations
res_norm = 0.000064 after 800 iterations
res_norm = 0.000045 after 900 iterations
res_norm = 0.000032 after 1000 iterations
Problem solved in 1066 iterations
res_norm = 0.003785 after 100 iterations
res_norm = 0.001330 after 200 iterations
res_norm = 0.000643 after 300 iterations
res_norm = 0.000369 after 400 iterations
res_norm = 0.000233 after 500 iterations
res_norm = 0.000159 after 600 iterations
res_norm = 0.000114 after 700 iterations
res_norm = 0.000085 after 800 iterations
res_norm = 0.000060 after 900 iterations
res_norm = 0.000046 after 1000 iterations
res_norm = 0.000036 after 1100 iterations
res_norm = 0.000028 after 1200 iterations
Problem solved in 1228 iterations
res_norm = 0.003827 after 100 iterations
res_norm = 0.001363 after 200 iterations
res_norm = 0.000675 after 300 iterations
res_norm = 0.000382 after 400 iterations
res_norm = 0.000234 after 500 iterations
res_norm = 0.000152 after 600 iterations
res_norm = 0.000101 after 700 iterations
res_norm = 0.000071 after 800 iterations
res_norm = 0.000051 after 900 iterations
res_norm = 0.000038 after 1000 iterations
res_norm = 0.000029 after 1100 iterations
Problem solved in 1143 iterations
res_norm = 0.003812 after 100 iterations
res_norm = 0.001407 after 200 iterations
res_norm = 0.000712 after 300 iterations
res_norm = 0.000407 after 400 iterations
res_norm = 0.000250 after 500 iterations
res_norm = 0.000165 after 600 iterations
res_norm = 0.000114 after 700 iterations
res_norm = 0.000082 after 800 iterations
res_norm = 0.000061 after 900 iterations
res_norm = 0.000046 after 1000 iterations
res_norm = 0.000035 after 1100 iterations
res_norm = 0.000027 after 1200 iterations
Problem solved in 1216 iterations
res_norm = 0.003744 after 100 iterations
res_norm = 0.001335 after 200 iterations
res_norm = 0.000656 after 300 iterations
res_norm = 0.000367 after 400 iterations
res_norm = 0.000221 after 500 iterations
res_norm = 0.000139 after 600 iterations
res_norm = 0.000093 after 700 iterations
res_norm = 0.000065 after 800 iterations
res_norm = 0.000047 after 900 iterations
res_norm = 0.000035 after 1000 iterations
res_norm = 0.000027 after 1100 iterations
Problem solved in 1107 iterations
res_norm = 0.003510 after 100 iterations
res_norm = 0.001183 after 200 iterations
res_norm = 0.000554 after 300 iterations
res_norm = 0.000299 after 400 iterations
res_norm = 0.000178 after 500 iterations
res_norm = 0.000114 after 600 iterations
res_norm = 0.000077 after 700 iterations
res_norm = 0.000054 after 800 iterations
res_norm = 0.000039 after 900 iterations
res_norm = 0.000028 after 1000 iterations
Problem solved in 1032 iterations
res_norm = 0.003595 after 100 iterations
res_norm = 0.001233 after 200 iterations
res_norm = 0.000574 after 300 iterations
res_norm = 0.000303 after 400 iterations
res_norm = 0.000172 after 500 iterations
res_norm = 0.000103 after 600 iterations
res_norm = 0.000064 after 700 iterations
res_norm = 0.000042 after 800 iterations
res_norm = 0.000028 after 900 iterations
Problem solved in 922 iterations
res_norm = 0.003576 after 100 iterations
res_norm = 0.001221 after 200 iterations
res_norm = 0.000577 after 300 iterations
res_norm = 0.000312 after 400 iterations
res_norm = 0.000185 after 500 iterations
res_norm = 0.000118 after 600 iterations
res_norm = 0.000079 after 700 iterations
res_norm = 0.000054 after 800 iterations
res_norm = 0.000039 after 900 iterations
res_norm = 0.000028 after 1000 iterations
Problem solved in 1032 iterations
res_norm = 0.003591 after 100 iterations
res_norm = 0.001226 after 200 iterations
res_norm = 0.000568 after 300 iterations
res_norm = 0.000299 after 400 iterations
res_norm = 0.000169 after 500 iterations
res_norm = 0.000102 after 600 iterations
res_norm = 0.000064 after 700 iterations
res_norm = 0.000043 after 800 iterations
res_norm = 0.000029 after 900 iterations
Problem solved in 937 iterations
res_norm = 0.003656 after 100 iterations
res_norm = 0.001250 after 200 iterations
res_norm = 0.000574 after 300 iterations
res_norm = 0.000299 after 400 iterations
res_norm = 0.000164 after 500 iterations
res_norm = 0.000095 after 600 iterations
res_norm = 0.000058 after 700 iterations
res_norm = 0.000036 after 800 iterations
Problem solved in 880 iterations
res_norm = 0.003582 after 100 iterations
res_norm = 0.001211 after 200 iterations
res_norm = 0.000572 after 300 iterations
res_norm = 0.000308 after 400 iterations
res_norm = 0.000174 after 500 iterations
res_norm = 0.000105 after 600 iterations
res_norm = 0.000066 after 700 iterations
res_norm = 0.000043 after 800 iterations
res_norm = 0.000029 after 900 iterations
Problem solved in 932 iterations
res_norm = 0.003511 after 100 iterations
res_norm = 0.001167 after 200 iterations
res_norm = 0.000533 after 300 iterations
res_norm = 0.000284 after 400 iterations
res_norm = 0.000170 after 500 iterations
res_norm = 0.000109 after 600 iterations
res_norm = 0.000074 after 700 iterations
res_norm = 0.000052 after 800 iterations
res_norm = 0.000038 after 900 iterations
res_norm = 0.000028 after 1000 iterations
Problem solved in 1030 iterations
res_norm = 0.003566 after 100 iterations
res_norm = 0.001191 after 200 iterations
res_norm = 0.000556 after 300 iterations
res_norm = 0.000296 after 400 iterations
res_norm = 0.000170 after 500 iterations
res_norm = 0.000104 after 600 iterations
res_norm = 0.000067 after 700 iterations
res_norm = 0.000045 after 800 iterations
res_norm = 0.000031 after 900 iterations
Problem solved in 958 iterations
res_norm = 0.003545 after 100 iterations
res_norm = 0.001231 after 200 iterations
res_norm = 0.000582 after 300 iterations
res_norm = 0.000314 after 400 iterations
res_norm = 0.000184 after 500 iterations
res_norm = 0.000116 after 600 iterations
res_norm = 0.000077 after 700 iterations
res_norm = 0.000053 after 800 iterations
res_norm = 0.000037 after 900 iterations
res_norm = 0.000026 after 1000 iterations
Problem solved in 1010 iterations
res_norm = 0.003464 after 100 iterations
res_norm = 0.001160 after 200 iterations
res_norm = 0.000535 after 300 iterations
res_norm = 0.000282 after 400 iterations
res_norm = 0.000159 after 500 iterations
res_norm = 0.000095 after 600 iterations
res_norm = 0.000060 after 700 iterations
res_norm = 0.000039 after 800 iterations
res_norm = 0.000027 after 900 iterations
Problem solved in 915 iterations
res_norm = 0.003080 after 100 iterations
res_norm = 0.000937 after 200 iterations
res_norm = 0.000392 after 300 iterations
res_norm = 0.000191 after 400 iterations
res_norm = 0.000103 after 500 iterations
res_norm = 0.000059 after 600 iterations
res_norm = 0.000036 after 700 iterations
Problem solved in 788 iterations
res_norm = 0.003164 after 100 iterations
res_norm = 0.000978 after 200 iterations
res_norm = 0.000405 after 300 iterations
res_norm = 0.000191 after 400 iterations
res_norm = 0.000097 after 500 iterations
res_norm = 0.000052 after 600 iterations
res_norm = 0.000029 after 700 iterations
Problem solved in 729 iterations
res_norm = 0.003146 after 100 iterations
res_norm = 0.000967 after 200 iterations
res_norm = 0.000409 after 300 iterations
res_norm = 0.000199 after 400 iterations
res_norm = 0.000107 after 500 iterations
res_norm = 0.000062 after 600 iterations
res_norm = 0.000037 after 700 iterations
Problem solved in 794 iterations
res_norm = 0.003172 after 100 iterations
res_norm = 0.000971 after 200 iterations
res_norm = 0.000404 after 300 iterations
res_norm = 0.000191 after 400 iterations
res_norm = 0.000098 after 500 iterations
res_norm = 0.000053 after 600 iterations
res_norm = 0.000030 after 700 iterations
Problem solved in 742 iterations
res_norm = 0.003225 after 100 iterations
