0.1955,0.21748,0.24811,0.28757,0.3334,0.37955,0.41674,0.43381,0.42368,0.39558
0.30963,0.32094,0.33719,0.35871,0.38438,0.41079,0.43141,0.43685,0.42095,0.39164
0.39054,0.39565,0.4031,0.41307,0.42477,0.43572,0.44163,0.43585,0.41482,0.38493
0.4363,0.43782,0.43995,0.44262,0.44507,0.44542,0.44045,0.42655,0.40317,0.37388
0.44054,0.44056,0.44046,0.43978,0.43761,0.43258,0.4227,0.40665,0.38479,0.35642
0.41467,0.41413,0.41314,0.4114,0.40812,0.40198,0.39187,0.37758,0.358,0.32946
0.37347,0.37282,0.3716,0.36933,0.36555,0.35956,0.35013,0.33627,0.31529,0.28419
0.31362,0.31248,0.3106,0.30765,0.30307,0.29595,0.28465,0.26707,0.24188,0.20519
0.2129,0.21162,0.20958,0.2062,0.20094,0.19203,0.17776,0.15608,0.12649,0.088482
0.078595,0.076406,0.072725,0.066777,0.057455,0.042864,0.020713,-0.0011784,-0.0011936,-0.0011934
