0.13523,0.16105,0.19746,0.24508,0.30172,0.36035,0.41148,0.44385,0.44811,0.42542
0.28309,0.2949,0.31233,0.33668,0.36737,0.40155,0.43248,0.45084,0.4474,0.42244
0.38534,0.39016,0.39752,0.40798,0.42174,0.43731,0.45072,0.45536,0.444,0.4172
0.44334,0.44487,0.4472,0.45045,0.4545,0.45823,0.45908,0.45282,0.4354,0.40832
0.46,0.46014,0.46025,0.46018,0.4594,0.45689,0.4508,0.43887,0.41964,0.39445
0.44425,0.4439,0.44322,0.44185,0.43938,0.43499,0.42716,0.41477,0.39721,0.3746
0.4112,0.41077,0.41,0.40854,0.4058,0.40122,0.39385,0.38281,0.36716,0.34512
0.36658,0.36602,0.36504,0.36333,0.36029,0.35532,0.34789,0.33726,0.32089,0.29637
0.29627,0.29548,0.29411,0.29189,0.28833,0.28281,0.274,0.26019,0.23919,0.20958
0.1809,0.1801,0.17878,0.17648,0.17248,0.16599,0.15576,0.13892,0.11414,0.082943
