-0.27581,-0.25763,-0.22713,-0.17952,-0.11334,-0.02906,0.057169,0.12846,0.16707,0.17117
-0.222,-0.20377,-0.17499,-0.13214,-0.073754,0.00046333,0.075502,0.13751,0.17077,0.1716
-0.14088,-0.1257,-0.10224,-0.067755,-0.020348,0.040021,0.10027,0.14967,0.17578,0.17152
-0.04383,-0.033013,-0.01626,0.0085104,0.043087,0.086799,0.13013,0.16451,0.18148,0.16964
0.05483,0.061612,0.072183,0.087949,0.10986,0.13578,0.16075,0.17951,0.18537,0.16152
0.13293,0.13592,0.14048,0.14749,0.15741,0.16937,0.18,0.18424,0.18006,0.13237
0.16591,0.16756,0.17011,0.17369,0.17808,0.18185,0.18235,0.17782,0.15069,0.058727
0.17849,0.17835,0.17819,0.1774,0.1755,0.17161,0.16114,0.13542,0.06887,-0.00044317
0.11166,0.10997,0.10704,0.10171,0.091666,0.073264,0.040629,0.0037115,-0.00044317,-0.00044317
-0.00044317,-0.00044317,-0.00044317,-0.00044317,-0.00044317,-0.00044317,-0.00044317,-0.00044317,-0.00044317,-0.00044317
