-0.074906,-0.041504,0.0060433,0.069325,0.14678,0.23307,0.31959,0.39367,0.42959,0.4212
0.10088,0.12013,0.14849,0.18776,0.23813,0.29759,0.36077,0.41548,0.43433,0.41929
0.24246,0.25383,0.27078,0.29475,0.32662,0.36512,0.40658,0.43686,0.43575,0.41515
0.35806,0.36423,0.37356,0.38701,0.40522,0.42649,0.44363,0.44579,0.43032,0.40769
0.42856,0.43142,0.43543,0.4406,0.44619,0.44951,0.44644,0.43492,0.41723,0.39764
0.43285,0.43343,0.43413,0.43484,0.43444,0.4314,0.42441,0.41413,0.40212,0.38611
0.40673,0.40711,0.40739,0.40723,0.40612,0.40359,0.39904,0.39293,0.38295,0.36759
0.37425,0.37407,0.37369,0.37306,0.37201,0.36981,0.36528,0.35734,0.34217,0.31251
0.3003,0.30009,0.29992,0.29944,0.29892,0.29689,0.29198,0.27592,0.24238,0.18663
0.17059,0.16676,0.16021,0.1493,0.13156,0.1019,0.052717,-0.0011564,-0.001195,-0.001195
